IC,NNG,JKB,JKS,NP,JX,MAG,VA,EC,VV,VX,XSN,VA-I,JKO,EF,VV-I,ETM,SF,VCP,XSA-I,XSV,VCN,XR,NNB,EP,MAJ,VV-R,SL,SN,MM,ETN,JKG,NNP,XSA,JC,NR,Z_CODA,JKC,XPN,VA-R,JKQ,JKV,SSC
뭐,요즘,한테,이,뭐,만,아직,좋,는데,맞추,않,적,그렇,을,거든,듣,ᆫ,?,이,,하,아니,익숙,거,었,그래서,뽑,name,3,그런,기,의,유튜브,되,랑,하나,,이,,,,,
뭐,결혼,에서,이,이,만,다,좋,ᆫ가,되,보,적,그렇,를,어,묻,ᆯ,.,이,,하,아니,궁금,월,었,근데,받,name,4,그런,기,의,아이,하,랑,하나,,이,,,,,
음,생각,으로,이,그것,는,먼저,좋,ᆫ가,나오,보,이,이렇,을,어,짓,는,.,이,,하,아니,자질구레,일,었,그래도,받,name,40,그런,기,의,유튜브,하,이나,이,,가,,,,,
뭐,결혼,에,이,나,도,아무래도,좋,어,들어가,하,들,이렇,을,어,짓,은,.,이,,하,아니,시원,거,겠,근데,뽑,name,1,이런,기,의,패리스 힐튼,하,이나,하나,,이,,,,,
그,출산,랑,가,나,나,지금,좋,어,빼,있,이,그렇,을,어,짓,ᆫ,.,이,,하,아니,수수,거,겠,그러니까,받,name,1,그,기,의,유튜브,하,이나,둘,,이,,,,,
뭐,아이,에,이,저,ᆫ,쪼끔,좋,은데,되,있,성,이렇,을,더라고,묻,ᆫ,.,이,,하,아니,껌껌,거,었,근데,잡,name,5,여러,기,의,유튜브,하,이나,둘,,가,,,,,
그,경우,에,이,나,은,많이,좋,ᆫ가,하,보,들,그렇,을,다,묻,는,.,이,,하,아니,이러,거,었,그리고,받,name,1,그런,기,의,똥괭,하,이나,둘,,이,,,,,
이제,연애,에,이,그것,는,좀,있,은데,하,하,들,그렇,를,다,듣,는,.,이,,하,아니,비슷,주년,었,그래서,얻,name,1,이런,기,의,캣,하,이나,둘,,이,,,,,
그,트렌드,에,가,뭐,는,먼저,있,는데,비하,지,들,어떻,를,다,묻,ᆫ,.,이,,되,아니,거창,지,었,그래서,얻,name,2,여러,기,의,캣,하,랑,사,,가,,,,,
어,자녀,에,이,이,부터,참,없,나,하,보,이,그렇,를,더라고,걷,을,.,이,,되,아니,어지간,년,었,그래서,받,name,1,아무,기,의,캣,하,이나,만,,이,,,,,
어,출산,에,가,나,도,잘,젊,어,되,않,들,이렇,를,다,걷,은,.,이,,하,아니,신기,것,겠,그러면,받,name,1,여러,기,의,캣,하,이나,둘,,가,,,,,
뭐,표현,에,이,우리,은,이렇게,궁금하,고,하,않,끼리,그렇,를,다,묻,ᆫ,?,이,,하,아니,궁금,가지,었,그러니까,받,name,1,그,기,이,산이,하,하고,둘,,이,,,,,
뭐,결혼,에,가,그거,는,지금,귀찮,고,하,보,들,어떻,을,다,듣,는,.,이,,하,아니,풍부,거,었,그러니까,받,name,7,어떤,기,의,둘레길,하,나,일,,이,,,,,
어,아이,로,이,나,는,제일,있,지,가,보,들,요렇,을,지,듣,는,.,이,,하,아니,단단,중,었,그래서,받,name,7,어떤,기,의,둘레길,하,이라든가,이,,이,,,,,
뭐,인구,에,가,저,도,사실,귀찮,지만,가,가지,적,이렇,을,어,알아듣,는,.,이,,하,아니,매정,거,었,그러니까,얻,name,7,그런,기,의,대가족,하,라든가,둘,,이,,,,,
인제,감소,에서,이,너,도,제일,싫,고,가,보,시,그렇,를,더라고,듣,ᆫ,?,이,,하,아니,매정,것,었,그래서,붙잡,name,3,이,기,의,쫀드기를,하,이나,셋,,이,,,,,
그,사회,에서,가,그것,는,같이,없,다,하,싶,들,그렇,를,잖아,묻,ᆫ,.,이,,되,아니,확실,거,었었,그래서,받,name,1,한,기,의,팬플룻,하,나,하나,,이,,,,,
뭐,문제,에,가,나,도,별로,있,고,가,하,들,그렇,를,ᆯ까,듣,ᆫ,.,이,,하,아니,중요,수,었,그러니까,내딛,name,1,이,기,의,아현동,하,이라든가,만,,이,,,,,
응,영향,로,이,나,도,같이,같,라고,있,하,들,그렇,을,거든,찾아뵙,ᆫ,.,이,,하,아니,억울,때문,었,그래도,잡,name,4,이,기,의,한국,하,이나,사,,이,,,,,
뭐,자녀,으로,가,이것,도,그렇게,많,는데,대하,않,들,그렇,를,거든,묻,ᆫ,.,이,,하,아니,편,만,었,그래서,잡,name,5,그런,기,의,종암동,하,랑,둘,,이,,,,,
음,결혼,에,이,너,는,먼저,있,고,부르,않,들,이렇,를,어,듣,을,.,이,,하,아니,미숙,것,었,근데,받,name,20,그런,기,의,여의도,하,이나,첫째,,이,,,,,
그,노력,로,가,뭐,는,따로따로,같,라고,오,보,적,이렇,를,다,듣,ᆫ,.,이,,하,아니,궁금,거,었,그래도,입,name,5,요런,기,의,유튜브,하,나,둘째,,가,,,,,
뭐,요즘,로,이,자기,도,지금,있,지,하,하,들,그렇,를,다,눕,을,.,이,,하,아니,당황,수,었,근데,입,name,6,이런,기,의,청계천,하,이나,둘,,가,,,,,
어,아이,에,이,나,도,이제,있,고,들어가,있,들,그렇,를,야,굽,ᆫ,.,이,,하,아니,무난,때문,었,그래서,입,name,1,이런,기,의,다이소,하,랑,하나,,이,,,,,
뭐,경우,에서,가,나,ᆫ,먼저,같,ᆫ지,알리,않,적,그렇,을,거든,듣,는,.,이,,하,아니,훌륭,적,었,그래서,잡,name,4,그런,기,의,청계천,하,이나,둘,,가,,,,,
아,사주,으로,가,자기,ᆫ,이제,같,는데,알리,있,들,그렇,을,어,걷,라는,.,이,,하,아니,꼼꼼,것,었,그래서,갈아입,name,1.5,그,기,의,한국,하,과,둘,,이,,,,,
아,결혼,에,이,나,은,잘,같,어서,알,보,들,그렇,ᆯ,야,듣,단,.,이,,하,아니,따뜻,적,었,그럼,뽑,name,3,그런,기,의,애니,하,와,둘,,이,,,,,
어,전,에,가,이것,는,없이,있,게,알아보,보,적,어떻,을,어,짓,는,?,이,,하,아니,답답,적,었,아니면,받,name,5,이,기,의,아이돌,하,이나,일,,이,,,,,
그,사주,하고,가,뭐,부터,또,같,게,모르,가지,들,어떻,를,거든,짓,ᆫ,.,이,,하,아니,용이,개,었,아니면,받,name,6,그런,기,의,윤수일,하,이나,몇,,이,,,,,
음,궁합,에,이,쟤,ᆫ,다,짧,면,하,싶,적,쉽,를,거든,짓,는,.,이,,하,아이,용이,개,었,그러니까,뜯,name,5,어떤,기,의,한국,하,이라든지,사,,이,,,,,
뭐,소용,에,이,뭐,은,너무,젊,어야,들,하,들,쉽,을,구나,듣,ᆫ,.,이,,되,아니,심각,거,겠,그래서,뜯,name,6,여러,기,의,베이,하,이라든지,하나,,이,,,,,
뭐,다행,에,이,나,도,좀,나쁘,고,나,하,들,어떻,을,네,듣,ᆯ,.,이,,하,아니,유사,번,었,그러니까,뜯,name,85,그런,기,의,베이,하,이나,만,,이,,,,,
뭐,신경,으로,이,너,는,특별히,없,지,알,하,적,어떻,를,더라고,듣,ᆯ,.,이,,하,아니,비롯,것,었,그래서,뺏,name,85,그런,기,의,청계천,하,이랑,둘,,이,,,,,
뭐,요즘,한테,이,나,는,새로,없,냐,알,하,들,어떻,ᆯ,다,듣,ᆫ,.,이,,하,아니,바람직,명,겠,근데,뜯,name,75,이런,기,의,원효,하,라든가,셋,,이,,,,,
뭐,요즘,으로,가,나,는,최근,좋,면,생기,하,들,그렇,를,구나,듣,을,.,이,,되,아니,다양,거,었,그래서,묻,name,100,요런,기,의,원효,하,이나,구,,이,,,,,
이제,예전,에,가,그,ᆫ,이렇게,있,고,대,보,적,이렇,을,네,듣,ᆫ,?,이,,하,아니,굉장,것,었,그러니까,뜯,name,100,다른,기,의,서울,하,이나,하나,,가,,,,,
그,사주,에,이,너,는,왜냐하면,있,어서,들,보,들,이렇,을,은데,묻,은,.,이,,하,아니,적당,거,었,따라서,뺏,name,100,그런,기,의,유,하,하고,하나,,가,,,,,
아,궁합,에,가,우리,는,참,같,어,하,보,들,낫,을,어,듣,는,.,이,,하,아니,생생,쪽,었,그래서,뺏,name,20,내,기,의,서울,하,하고,하나,,가,,,,,
아,사람,에,이,이것,도,다,있,다고,살,지,들,그렇,을,ᆯ까,듣,는,.,이,,하,아니,애매,거,었,그러니까,입,name,2,그런,기,의,춘천,하,이랑,둘,,가,,,,,
뭐,생각,에서,이,나,만,서로,있,어야,알,지,들,어떻,을,어요,듣,ᆯ,?,이,,하,아니,확실,거,었,그러니까,입,name,1,이,기,의,일본,하,하고,하나,,이,,,,,
음,종교,에,가,나,ᆫ,약간,편하,지,하,하,들,그렇,을,어요,듣,는,.,이,,하,아니,무정,거,겠,근데,받,name,40,그런,기,의,일본,하,나,하나,,이,,,,,
음,사주,에서,가,그것,도,잠깐,있,어,알,주,적,그렇,ᆯ,거든,돕,라는,.,이,,하,아니,심각,거,었었,그러니까,받,name,1000,한,기,의,일본,하,나,하나,,이,,,,,
그,궁합,에서,이,뭐,는,따로,있,는데,하,보,들,이렇,을,어,묻,라는,.,이,,하,아니,마뜩,것,었,그러니까,받,name,1,여러,기,의,일본,하,이나,일,,이,,,,,
그,말,처럼,이,뭐,도,약간,강하,어,닥치,가지,들,새롭,를,다,묻,ᆫ,.,이,,하,아니,깨끗,것,었,그리고,받,name,8,그런,기,의,희,하,이나,하나,,가,,,,,
뭐,기분,에,가,너,는,이제,강하,어,있,않,들,어떻,을,다,듣,은,.,이,,하,아니,깨끗,거,었,근데,입,name,20,이,기,의,싱,하,나,하나,,가,,,,,
뭐,현실,로,가,너,도,다,같,다,하,가지,적,어떻,를,랄까,묻,은,.,이,,하,아니,마뜩,데,었,그럼,빗,name,3,어느,ᆷ,의,코로나,하,이나,하나,,이,,,,,
어,사람,에서,가,나,도,혼자,뒤늦,면,들,하,들,그렇,를,ᆯ까,묻,ᆫ,.,이,,하,아니,자잘,것,었,그러니까,잡,name,1,그,기,의,엠비,하,이나,하나,,가,,,,,
어,파토,에,가,너,ᆫ,다,있,지만,들,않,씩,어떻,을,어,묻,ᆫ,?,이,,하,아니,어지간,나름,었,그러니까,받,name,1,그,기,의,티아,하,이나,둘,,이,,,,,
글쎄,경우,에,이,나,도,아무튼,강하,어도,하,보,적,이렇,을,다,묻,은,.,이,,하,아니,어떠,것,었,그래서,입,name,1,그,기,의,엠비,하,이나,몇,,이,,,,,
뭐,경우,에,가,나,는,좀,있,는데,하,않,제,그렇,을,거든,묻,는,.,이,,하,아니,아련,거,겠,근데,믿,name,1,한,기,의,티아,하,나,십,,이,,,,,
뭐,풍문,에,이,나,도,안,있,나,하,있,들,이렇,을,ᆫ다,묻,는,.,이,,하,아니,아련,수,었,그럼,집,name,1,이런,기,의,오,하,나,만,,이,,,,,
뭐,옆,에,이,나,는,좀,없,어,하,보,쯤,그렇,ᆯ,어,묻,은,.,이,,하,아니,희한,수,었,근데,잡,name,2,그런,기,의,엠비,하,이나,만,,이,,,,,
뭐,예전,에,이,자기,는,달리,있,어서,하,싶,제,이렇,을,ᆫ다,묻,ᆫ,?,이,,하,아니,이러,데,겠,근데,받,name,2,이,기,의,티아,하,이나,만,,가,,,,,
뭐,기억,에,가,저,도,많이,같,게,있,싶,들,어떻,을,지,묻,ᆫ,.,이,,하,아니,답답,거,었,근데,받,name,2,이,기,의,엠비,하,이나,만,,가,,,,,
응,재,에,이,이,은,상당히,길,지,하,보,들,이렇,ᆯ,다,듣,을,.,이,,하,아니,불구,것,었,그러니까,받,name,2,어떤,기,의,티아,하,이나,만,,이,,,,,
그,결혼,에,가,너,은,잘,젊,고,알,싶,형,그렇,을,다,농사짓,을,.,이,,하,아니,실,수,었,그래서,받,name,2,그,음,의,하,하,하고,만,,이,,,,,
어,때,에,가,요거,도,못,같,게,알아보,보,인,어떻,를,다,잇,ᆫ,.,이,,하,아니,당연,거,었,그래서,받,name,2,어떤,기,의,딩크족,하,하고,만,,가,,,,,
아,주례,에,가,너,ᆫ,아마,있,어서,가,보,들,어렵,를,다,닫,은,.,이,,하,아니,엄,편,었,근데,잡,name,1,이런,기,의,상남자,하,나,만,,이,,,,,
음,주례,에,이,뭐,는,많이,높,면,가,가지,적,이렇,을,는구나,묻,는,.,이,,하,아니,똑똑,년대,었,근데,받,name,1,그,기,의,수원,하,이나,몇,,이,,,,,
아,처음,에,이,그쪽,는,너무,같,지만,하,않,들,어렵,를,어,묻,ᆫ,.,이,,하,아니,똑똑,거,었,그러니까,받,name,1,이런,기,이,수원,하,나,하나,,가,,,,,
아니,예전,에,이,뭐,는,이제,높,고,모르,가지,네,안타깝,을,어,듣,는,.,이,,하,아니,똑똑,것,었,그리고,받,name,1,그런,기,의,일본,하,나,만,,가,,,,,
음,재,로,이,나,도,특별히,같,니깐,걸리,하,상,이렇,을,어,듣,은,.,이,,하,아니,편,것,었,그럼,받,name,1,그,기,의,일본,하,하고,하나,,이,,,,,
뭐,때,에,가,너,라든가,함께,같,게,모르,보,상,이렇,을,어,묻,은,?,이,,하,아니,간편,편,겠,그럼,받,name,1,이런,기,의,일본,하,이나,하나,,이,,,,,
뭐,전,로,이,그것,도,벌써,강하,고,되,싶,들,커다랗,을,어,묻,는,.,이,,하,아니,편,것,었,근데,받,name,2,그,기,의,중국,하,이나,이,,이,,,,,
뭐,기억,에,이,나,은,벌써,있,고,가,보,들,어떻,ᆯ,을까,걷,는,?,이,,시키,아니,답답,것,었,그리고,받,name,3,어떤,기,의,미국,하,와,사,,이,,,,,
그,기억,에,가,이거,나,벌써,같,고,되,보,들,그렇,를,거든,걷,ᆫ,.,이,,하,아니,엔간,쪽,었,그러면,받,name,3,어떤,기,의,일본,하,이니,일,,가,,,,,
이제,결혼식,에서,이,요거,는,벌써,좋,ᆫ데,되,않,성,그렇,를,어,걷,ᆫ,.,이,,하,아니,간단,거,었,그래서,받,name,1,이,기,의,속초,하,이랑,투,,가,,,,,
그,큰딸,에,이,이,는,제일,좋,게,하,하,들,그렇,를,거든,걷,는,.,이,,하,아니,간단,거,었,혹시,받,name,1,그,기,의,파크,하,나,하나,,가,,,,,
아,결혼식,으로,가,우리,은,특히,같,ᆯ지,기다리,보,들,그렇,를,지,걷,던,.,이,,하,아니,웬만,가지,겠,그래서,받,name,2,그,기,의,강원도,하,하고,하나,,이,,,,,
뭐,결혼식,에,이,우리,는,잘,있,는데,맞,싶,들,어렵,ᆯ,야,걷,은,.,이,,하,아니,활달,수,었,그래서,받,name,10,어떤,기,의,속초,하,나,하나,,이,,,,,
음,축사,으로,이,당신,는,많이,같,는데,모으,지,째,낫,를,거든,싣,을,.,이,,하,아니,활달,가지,겠,근데,받,name,1,그,기,의,속초,하,이나,셋,,가,,,,,
이제,다음,하고,가,그거,은,이제,있,니까,오,가지,들,그렇,을,야,듣,는,?,이,,하,아니,소소,것,시,그래서,받,name,1,그런,기,의,제주도,하,이나,하나,,이,,,,,
음,축사,로,이,나,는,못,예쁘,는데,들어보,주,들,그렇,을,더라고,묻,ᆫ,.,이,,하,아니,터프,때문,시,아니면,돋,name,4,모든,기,의,제주도,하,이나,하나,,가,,,,,
뭐,진심,으로,이,자기,는,왜냐하면,있,어,하,못하,적,어떻,을,어,짓,는,.,이,,하,아니,신기,쪽,겠,그럼,받,name,1,그런,기,의,장흥,하,나,일,,이,,,,,
아,축사,ᆯ로,이,나,ᆫ,많이,힘들,어,치르,주,들,어떻,를,ᆯ까,짓,을,.,이,,하,아니,궁금,거,었,그리고,받,name,1,그런,기,의,전라도,하,이랑,일,,가,,,,,
뭐,모두,로,이,나,도,그럼,있,어,모으,보,적,어떻,을,다,듣,을,.,이,,하,아니,죄송,식,었,또는,받,name,1,그,기,의,컵라면,하,랑,하나,,이,,,,,
어,글,로,가,우리,는,쪼끔,있,어야,들,싶,들,어떻,을,다,듣,을,.,이,,하,아니,궁금,거,었,그래서,받,name,5,내,기,의,제주도,하,이랑,둘,,이,,,,,
그,감사,ᆯ로,이,우리,는,좀,강하,어도,가,하,적,그렇,을,다,짓,ᆯ,.,이,,하,아니,환,거,었,근데,입,name,60,어느,기,의,속초,하,과,셋,,이,,,,,
뭐,글,에서,가,나,는,왜냐하면,있,고,하,하,성,어렵,를,어,듣,ᆯ,?,이,,하,아니,심,거,겠,근데,입,name,9,그,기,의,강릉,하,이나,하나,,이,,,,,
뭐,감사,서,가,나,은,또,같,게,하,하,네,그렇,ᆯ,어,듣,는,?,이,,하,아니,꾀죄죄,거,겠,근데,입,name,9,그,기,의,강원도,하,이랑,수십,,이,,,,,
어,결혼식,에,가,누구,는,거의,젊,게,들어오,주,들,가깝,를,어,듣,ᆫ,.,이,,하,아니,깨끗,것,겠,그래서,입,name,20,어떤,ᆷ,의,장춘,하,나,수백,,가,,,,,
뭐,주례,에,이,자기,는,다,없,고,되,싶,적,가깝,을,어,듣,을,.,이,,하,아니,만만,식,시,그래서,입,name,20,이런,기,이,인터컨티넨탈,하,나,만,,이,,,,,
뭐,요즘,에,가,이거,은,다,같,지,있,않,들,그렇,을,다,듣,ᆫ,.,이,,하,아니,예민,것,었,그래서,입,name,20,어떤,기,의,중국,하,나,둘,,이,,,,,
아,결혼,에,가,당신,은,그냥,같,지만,하,하,층,그렇,을,다,굽,ᆫ,?,이,,하,아니,신기,거,겠,그러니까,입,name,15,이런,기,의,한,하,과,만,,이,,,,,
인제,문화,에서,가,나,은,왜냐하면,같,어,하,않,층,그렇,를,어요,듣,은,.,이,,하,아니,건전,거,었,그러니까,입,name,10,어떤,기,이,한국,하,와,사,,이,,,,,
어,말,에,이,나,도,너무,간단하,니까,비우,보,들,그렇,를,어요,걷,ᆫ,.,이,,하,아니,원만,거,었,그리고,붙잡,name,1,어떤,기,의,백두산,되,나,둘,,이,,,,,
뭐,예전,으로,이,당신,나,지금,있,어,돌아가,싶,층,그렇,ᆯ,어,걷,는,.,이,,하,아니,간단,거,겠,그리고,웃,name,11,이런,기,의,일본,하,이나,하나,,이,,,,,
그,남자,에서,이,나,은,아까,있,고,내리,보,들,어떻,를,어,걷,는,.,이,,하,아니,까칠,가지,었,근데,웃,name,4,그런,ᆷ,의,유럽,하,이나,만,,이,,,,,
뭐,결혼식,ᆯ로,가,그것,은,제일,있,니깐,가,싶,층,그렇,ᆯ,어,듣,던,.,이,,하,아니,비슷,수,었,근데,웃,name,1,어떤,기,의,미국,하,나,만,,가,,,,,
어,끝,에,가,고거,도,왜냐하면,많,어야,모으,보,짜리,안쓰럽,을,고,듣,는,.,이,,하,아니,궁금,가지,으시,근데,받,name,1,아무,기,의,보케이션,하,나,만,,이,,,,,
뭐,남자,에,가,이거,대로,잘,같,어서,매,보,형,그렇,을,야,붓,ᆫ다는,.,이,,되,아니,튼튼,수,었,아니면,얻,name,3,딴,기,의,미국,하,이나,하나,,이,,,,,
어,생각,에서,이,나,는,약간,없,어서,되,놓,형,이렇,을,ᆫ가,걷,는,?,이,,하,아니,열악,가지,었었,그래서,씻,name,2,아무,기,의,유럽,하,이나,만,,이,,,,,
인제,예전,로,이,나,도,좀,많,어,보,하,형,외롭,을,어야지,듣,ᆯ,?,이,,하,아니,어색,거,었,왜냐하면,잡,name,1,그,ᆷ,의,유럽,하,과,일,,가,,,,,
뭐,피,으로,이,나,는,어찌,있,고,매,하,성,어떻,을,거든,짓,ᆯ,.,이,,하,아니,실,것,겠,그래서,받,name,3,그런,기,의,독일,하,나,만,,이,,,,,
아,피로연,에,이,나,ᆫ,잘,있,어도,매,싶,들,똥그랗,을,잖아,묻,라는,.,이,,하,아니,파다,때문,었,그러면,받,name,3,어떤,기,의,서유럽,하,나,만,,이,,,,,
뭐,생각,에서,이,이것,은,많이,같,게,그러,하,들,똥그랗,를,거든,짓,라는,.,이,,하,아니,차분,수,겠,그러니까,받,name,2,그런,기,의,동유럽,하,이나,만,,이,,,,,
뭐,지금,에,이,우리,도,또,없,어서,하,있,들,그렇,을,잖아,묻,는,.,이,,하,아니,끔찍,거,겠,근데,입,name,2,이런,기,의,제주도,하,이나,만,,이,,,,,
뭐,결혼식,에,이,어디,는,많이,있,게,끝내,싶,들,이렇,을,어,싣,는,?,이,,하,아니,만만,지,었,그러니까,잡,name,3,한,기,의,함덕,하,하고,만,,이,,,,,
응,남녀평등,에,가,어디,도,막,같,게,대하,보,들,그렇,를,다,짓,은,.,이,,하,아니,유명,년,었,근데,잡,name,3,어떤,기,의,제주도,하,하고,만,,이,,,,,
뭐,시작,보다,이,우리,은,좀,귀찮,는데,되,보,적,그렇,을,어,돕,ᆫ,.,이,,하,아니,편,거,었,근데,잡,name,4,어떤,기,의,제주,하,하고,만,,가,,,,,
음,발상,에,이,그쪽,는,좀,궁금하,지만,매,싶,성,그렇,를,지,돕,는,.,이,,하,아니,지저분,년,었,그래서,잡,name,1,그런,기,의,제주도,하,나,만,,가,,,,,
어,예전,에,이,그쪽,는,약간,있,지,되,보,들,그렇,를,지,돕,ᆯ,.,이,,하,아니,시원,거,었,근데,받,name,50,어떤,기,의,강원도,하,나,만,,가,,,,,
뭐,요즘,한테,가,나,도,잘,크,은데,들,하,들,그렇,을,어,돕,는,.,이,,하,아니,깨끗,거,겠,그리고,닫,name,1,그,기,의,휴양림,하,나,만,,이,,,,,
어,생각,로,이,이쪽,는,지금,귀찮,면,하,않,들,이렇,을,어,짓,ᆯ,.,이,,하,아니,궁금,거,었,그래서,받,name,1,어떤,기,의,부산,하,나,만,,이,,,,,
이제,한복,으로,이,우리,는,다,같,지만,남,있,들,그렇,를,거든,듣,ᆫ,.,이,,하,아니,깨끗,것,었,그리고,뽑,name,1,그런,기,의,휴양림,하,나,만,,가,,,,,
아,다음,에,이,우리,만,다,간단하,어서,되,하,들,부럽,를,어,듣,은,.,이,,하,아니,뿌듯,수,겠,그리고,받,name,1,한,기,의,장흥,하,나,만,,가,,,,,
뭐,상차림,에,가,나,는,좀,같,어서,사,않,들,그렇,를,어,듣,ᆫ다는,.,이,,하,아니,예민,것,었,또,받,name,1,웬,기,의,장흥,하,이나,만,,이,,,,,
그,비용,랑,가,그,은,전혀,젊,어서,가,가지,들,부럽,를,어,듣,ᆫ,.,이,,하,아니,억울,중,었,그러니까,입,name,1,어떤,기,의,경기도,하,와,하나,,이,,,,,
그,대중,에서,가,그곳,는,안,같,고,하,있,들,부럽,을,지,잇,은,.,이,,하,아니,심각,것,겠,그리고,잡,name,1,다른,기,의,휴양림,하,나,하나,,가,,,,,
