VV,ECS,NNG,JKM,JKS,NP,JX,MAG,XR,XSA,ETD,NNB,ECD,XSN,VA,JKO,ECE,SF,XSV,EFN,VCP,MAC,EPT,VCN,OL,NR,NNM,MDT,ETN,UN,EFQ,VXV,MDN,VX,IC,EFA,NNP,VXA,EPH,JC,JKG,JKC,EFI,JKQ,JKI,EFO,XPN,SS
하,어,보기,에서,이,뭐,는,많이,세밀,하,ㄴ,것,는데,들,같,를,고,.,하,잖아,이,그래서,겠,아니,name,20,군데,이런,기,걔,냐,있,한,있,아,,모든,싶,시,하고,의,가,,,,,,
모르,아,예전,에,이,이것,만,그냥,복잡,하,은,적,어,들,같,을,면,?,하,다,이,그러니까,겠,아니,name,30,원,다른,기,놓고서는,나,않,한,못하,음,,하다,싶,시,하고,의,이,,,,,,
보,ㄴ다,돈,에,이,뭐,만,이제,충분,하,ㄴ,것,아,들,같,을,고,.,하,지,이,그래서,겠,아니,name,30,건,그런,기,봤는데,던,주,한,있,음,,경기도,만하,시,랑,의,이,,,,,,
그러,다,금액,에서,가,뭐,는,상당히,궁금,하,는,번,어서,네,그렇,를,고,.,하,거든,이,그래서,았,아니,name,30,건,이,기,쵸,을까,않,한,싶,음,,하다,싶,으시,하고,의,이,,,,,,
하,ㄴ다,부분,에서,가,뭐,도,물론,고지식,하,는,것,게,들,길,를,ㄴ데,.,하,어,이,그러니까,더,아니,name,20,우리,그런,기,브유,던,있,두,있,음,,러,만하,시,랑,의,이,,,,,,
보,어,딸,에서,이,뭐,나,많이,답답,하,ㄹ,거,지,들,그렇,을,지만,.,하,지,이,그래서,았,아니,name,12,분,여러,기,것들,남,있,한,오,여보,,존,싶,시,이나,의,이,,,,,,
보,어,결혼,으로,가,그것,은,못,충분,하,는,것,게,들,그렇,을,면,.,하,지,이,그래서,겠,아니,name,7,번,이,기,하는,나,않,한,오,음,,다가,싶,으시,이나,의,가,,,,,,
그러,ㄴ다,지도,에,이,나,는,좀,비슷,스럽,ㄹ,쪽,니까,들,힘들,를,지만,.,하,거든,이,그래서,더,아니,name,1,년,어느,기,쟤,나,있,한,오,음,,경기도,만하,으시,이나,의,이,,,,,,
믿,어,사이,에,가,거기,는,이제,비슷,스럽,는,거,아서,들,없,을,고,.,하,어,이,그래서,었,아니,name,1,년,그,기,하기,나,보,한,보,앗,,하면,싶,으시,랑,의,가,,,,,,
알아보,어,살이,에,가,뭐,부터,많이,적당,지,ㄴ,것,니깐,들,맛있,을,ㄴ데,.,하,야,이,그래서,었,아니,name,1,건,그,기,얘,던,않,두,오,음,,모든,싶,시,랑,의,이,,,,,,
나오,다,음,에,가,뭐,도,미리,답답,하,는,하,게,들,같,한테,면,.,하,야,이,그래서,겠,아니,name,28,살,그,기,거잖,ㅂ니까,버리,두,오,아,,하다,싶,으시,이나,의,이,,,,,,
나오,다,마음,에,이,뭐,은,상당히,수월,하,ㄹ,것,지,들,같,를,고,.,하,어,이,그래서,었,아니,name,29,년,어떤,기,걔네들,던,지,네,오,아,,한강,싶,시,나,의,가,,,,,,
어떡하,어,해진,에,가,뭐,는,왜냐면,복잡,하,은,것,여,들,이렇,을,ㄴ다고,?,하,거든,이,그래서,었,아니,name,30,살,그,기,랬,던,않,한,오,음,,하다,싶,으시,랑,의,가,,,,,,
그러,ㄴ다,이제,에,이,거기,는,허둥지둥,소소,하,는,것,게,적,빠르,를,고,.,하,어,이,그래서,었,아니,name,3,년,그,기,거잖,던,주,네,하,글쎄,,파주,싶,시,랑,의,이,,,,,,
쓰,ㄴ다,고민,에,가,우리,도,잘,생소,롭,ㄴ,것,는데,들,그렇,을,고,.,하,거든,이,그래서,었,아니,name,32,대,이런,기,랬,던,있,두,못하,글쎄,,로얄,싶,시,랑,의,가,,,,,,
아니,아,예전,에,이,이,도,아직,잔잔,스럽,ㄴ,지,지,들,크,을,고,.,하,야,이,그래서,었,아니,name,2,우리,그,기,디죠,던,않,네,못하,글쎄,,로얄,싶,시,랑,의,가,,,,,,
보,어,경우,에,이,뭐,는,다,조용,하,ㄴ,것,는데,들,없,을,고,.,하,지,이,그래서,더,아니,name,2,년,이런,기,랬,던,않,한,못하,음,,존,싶,시,이랑,의,이,,,,,,
그러,아,결혼식,에서,가,그것,도,먼저,조용,하,는,거,니까,들,그렇,을,고,.,하,야,이,그래서,겠,아니,name,2,년,그,기,랬,냐,보,세,못하,음,,롯데,싶,시,하고,의,이,,,,,,
대하,어,하기,에서,이,너,도,아무래도,시원,스럽,은,수,는데,들,그러하,을,고,.,하,어,이,그리고,었,아니,name,1,대,어떤,기,벅스,던,보,세,못하,음,,롯데,싶,시,랑,의,이,,,,,,
있,아,때,에,가,나,는,지금,비슷,하,ㄴ,것,아,들,같,를,면,.,되,거든,이,그래서,었,아니,name,10,명,어떤,기,갔고,던,있,네,오,음,,봉천동,싶,시,랑,의,가,,,,,,
보,어,임신,로,이,나,는,쪼끔,느긋,하,ㄹ,것,아,들,어떻,를,고,.,하,야,이,그래서,더,아니,name,20,명,그,기,화련,냐,주,세,못하,음,,미국,싶,시,니,의,가,,,,,,
어,아,이후,으로,가,그거,도,많이,비슷,스럽,ㄴ,수,아야,들,과하,를,고,.,하,야,이,그래서,었,아니,name,50,명,그,기,랄,냐,주,세,오,음,,미국,싶,시,니,의,이,,,,,,
있,다,결혼,에,이,뭐,도,좀,갑갑,하,ㄴ,거,어도,들,그,를,고,.,하,지,이,그래서,겠,아니,name,50,일,어떤,기,컸거든,냐,버리,세,오,글쎄,,진도,싶,시,랑,의,가,,,,,,
되돌리,어,사람,로,이,우리,는,그래서,적적,스럽,을,편,게,들,같,를,고,?,하,다고,이,그래서,았,아니,name,2,일,그,기,벌에,던,지,한,오,글쎄,,하면,싶,시,랑,의,이,,,,,,
그,어,요즘,로,이,그거,부터,먼저,솔직,하,은,거,어,들,많,을,고,.,되,거든,이,그래서,겠,아니,name,1,년,그런,기,줘야,냐,있,두,있,글쎄,,하면,싶,시,니,의,가,,,,,,
보,아,풍경,에,이,나,야,요렇게,답답,롭,ㄴ,것,니까,들,아프,을,고,.,하,ㄴ대,이,그래서,겠,아니,name,2,년,모든,기,많이,냐,주,네,있,음,,제주도,싶,시,랑,의,이,,,,,,
하,어,기,에서,이,이,은,참,궁금,하,ㄹ,편,게,들,그,을,고,.,하,거든,이,그런데,겠,아니,name,1,년,그런,기,걔,던,않,한,못하,음,,하면,싶,시,랑,의,이,,,,,,
보,다,사람,으로,가,너,도,이렇게,난감,하,는,것,여도,들,어떻,를,고,?,하,다,이,그런데,겠,아니,name,1,번,그런,기,걔,냐,않,네,못하,음,,제주도,있,시,에다,의,가,,,,,,
나,어,사람,에,가,나,는,지금,조촐,하,은,것,아,들,좋,를,고,.,하,라고,이,그래서,었,아니,name,하나,번,그,기,걔,냐,않,네,못하,음,,하면,싶,시,에다,의,이,,,,,,
있,아,연애,에,이,나,는,제일,난감,하,ㄴ,쪽,니까,들,좋,를,면,.,하,잖아,이,그래서,었,아니,name,1,번,어느,기,박칼린,냐,있,네,못하,음,,경남,싶,시,와,의,이,,,,,,
그러,어,트렌드,에,가,우리,는,사실,대단,하,ㄹ,가지,아,들,좋,을,고,.,하,잖아,이,그래서,었,아니,name,3,박,그,ㅁ,걔,냐,주,네,가,음,,하면,싶,시,이나,의,이,,,,,,
골,어,때,에,이,뭐,는,제일,비슷,하,는,수,니깐,들,좋,를,ㄴ데,.,하,라고,이,그러니까,었,아니,name,3,일,어떤,기,놀았,냐,주,한,,음,,거제도,싶,시,에다,의,이,,,,,,
그,어,요즘,에,이,이거,만,같이,익숙,하,ㄴ,데,여야,들,좋,를,면,.,하,라고,이,그러니까,더,아니,name,3,박,어떤,기,응,나,보,한,,음,,하면,싶,시,이나,의,이,,,,,,
듣,어,결혼,으로,이,그,는,별로,솔직,하,는,것,어서,들,좋,를,ㄴ데,.,하,지,이,그리고,았,아니,name,4,일,이런,기,걔,냐,주,두,,음,,하면,싶,시,이랑,의,이,,,,,,
보,다,생각,으로,가,자기,는,같이,솔직,하,ㄴ,때문,아서,들,그,를,고,.,하,거든,이,그러니까,겠,아니,name,이,번,그,기,이랬더니,냐,주,네,,아,,하면,싶,시,랑,의,이,,,,,,
그리,어,결혼,에,가,뭐,도,먼저,익숙,하,ㄴ,쪽,어도,들,좋,를,고,.,하,라고,이,그런데,겠,아니,name,40,대,그,기,걔네들,던,주,네,,,,제주도,싶,시,이랑,의,이,,,,,,
나,다,출산,에,이,나,만,따로따로,궁금,스럽,을,거,게,들,그렇,을,고,.,하,라고,이,그런데,었,아니,name,십,건,어떤,기,걔,냐,지,한,,,,제주도,싶,시,하고,의,가,,,,,,
때,아,아이,에,이,나,야,지금,자질구레,하,은,식,아서,들,어떻,을,고,.,하,다고,이,그래서,더,아니,name,여,건,어떤,ㅁ,걔,던,보,네,,,,제주도,싶,시,하고,의,가,,,,,,
보,다,경우,에,가,나,도,먼저,껌껌,하,ㄴ,것,게,들,없,을,고,.,하,야,이,그러니까,었,아니,name,십,박,이런,기,걔,냐,있,네,,,,제주도,싶,시,이나,의,가,,,,,,
되,어,연애,에서,가,그,는,이제,비슷,하,는,거,는데,들,젊,를,ㄴ데,?,되,ㄴ다,이,그러니까,었,아니,name,여,박,그런,기,걔,냐,보,한,,,,제주도,싶,시,이랑,의,이,,,,,,
되,어,트렌드,에,가,어디,도,어떻게,세세,스럽,는,거,은데,들,그렇,을,지만,.,하,잖아,이,그래서,었,아니,name,1,괴,어떤,기,걔,냐,않,한,,,,하면,싶,시,하고,의,이,,,,,,
그,어,자녀,에서,가,우리,도,하여간,거창,하,는,거,아,들,귀찮,을,고,.,하,다고,이,그래서,었,아니,name,1,괴,아무,기,걔네들,나,지,한,,,,하면,싶,시,에,의,가,,,,,,
남,어,출산,에서,이,나,도,잘,거창,하,ㄴ,것,어서,들,싫,를,면,.,하,다고,이,그래서,겠,아니,name,5,박,이,기,얘네들,을까,않,두어,,,,제주도,싶,으시,랑,의,가,,,,,,
남,어,표현,처럼,가,나,도,없이,소소,하,ㄴ,식,어서,들,없,을,고,.,하,다고,이,그리고,었,아니,name,1,박,아무,기,랬,ㄹ라고,주,한,,,,제주도,만하,시,에,의,이,,,,,,
있,아,결혼,에,이,그,는,또,소소,하,ㄴ,것,게,들,같,를,고,.,하,라고,이,그러니까,었,아니,name,1,박,그,기,얘,ㄹ라고,보,네,,,,제주도,싶,시,나,의,가,,,,,,
묻어나,어,아이,로,이,뭐,도,다,세세,하,ㄴ,거,어서,들,많,을,고,.,되,거든,이,그러니까,었,아니,name,2,건,그런,기,걔,을까,지,네,,,,제주도,싶,시,랑,의,가,,,,,,
그리,어,인구,에서,가,자기,는,너무,어지간,하,을,거,는데,들,같,을,고,.,하,다,이,그러니까,더,아니,name,1,살,그,기,얘,냐,않,네,,,,제주도,계시,시,이나,의,이,,,,,,
어,아,감소,에,가,그,는,근데,궁금,하,ㄴ,가지,려고,들,어떻,한테,지만,?,하,다,이,그러니까,었,아니,name,1,주일,어떤,기,으,던,않,네,,,,라도,싶,으시,하고,의,가,,,,,,
울,어,사회적,에,가,그,도,쪼끔,풍부,하,을,수,아서,들,같,을,고,.,하,다,이,그래서,었,아니,name,1,우리,그,기,넛,나,주,네,,,,하면,계시,시,이나,의,가,,,,,,
나,어,문제,에,이,뭐,은,씩,든든,하,ㄴ,가지,아서,들,같,을,고,.,하,다고,이,그러니까,었,아니,name,7,년,어떤,기,핥으니까,ㄹ라고,지,한,,,,하다,싶,시,에,의,이,,,,,,
하,어,영향,에,이,뭐,은,근데,단단,하,는,수,게,들,같,을,고,.,하,잖아,이,그러면,었,아니,name,7,건,어떤,기,얘,나,버리,한,,,,하면,싶,시,이나,의,가,,,,,,
그리,어,순,에,이,뭐,도,좀,매정,하,단,가지,ㄹ지,들,같,을,고,?,하,지,이,그래서,더,아니,name,7,년,그,기,얘,을까,지,두,,,,라도,싶,시,이나,의,가,,,,,,
달라지,어,자녀,에,이,거기,야,특별히,매정,하,는,거,ㄹ지,들,짧,을,고,.,하,어,이,그러니까,더,아니,name,3,것,그,기,얘,나,놓,네,,,,종로구,싶,시,랑,의,가,,,,,,
짓,아,결혼,에,는,뭐,는,이렇게,확실,하,ㄴ,것,어야,들,이렇,을,고,.,되,거든,이,그래서,았,아니,name,1,살,어떤,기,얘,나요,놓,한,,,,은평구,만하,시,이나,의,이,,,,,,
끝나,어,노력,에,이,누구,는,새로,지만,하,는,때문,아야,들,젊,를,ㄴ데,.,하,어,이,그래서,었,아니,name,1,통,어떤,기,얘,나,않,네,,,,용산구,싶,으시,에,의,가,,,,,,
하,아,거지,에,이,뭐,는,왜냐하면,지만,하,ㄴ,수,니깐,들,그,을,고,.,되,거든,이,그래서,었,아니,name,4,통,다른,기,얘,나,않,네,,,,은평구,싶,시,이나,의,이,,,,,,
그러,고,요즘,에,가,누구,도,참,풍부,하,ㄹ,거,어야,들,어떻,를,고,.,하,어,이,그래서,았,아니,name,5,장,다른,기,얘,나,않,한,,,,종로구,싶,시,랑,의,이,,,,,,
날,어,아이,에,이,이,든,다,치면,스럽,ㄹ,것,지,들,어떻,를,고,.,하,야,이,그래서,더,아니,name,20,테,어떤,기,걔,나,않,한,,,,종로구,싶,시,이랑,의,가,,,,,,
있,어,경우,로,이,뭐,도,잠깐,억울,스럽,는,거,아서,들,그,을,면,.,하,잖아,이,그래서,었,아니,name,5,장,그런,ㅁ,얘,을까요,있,한,,,,중구,싶,시,와,의,이,,,,,,
그,아,사주,에,가,우리,은,따로,궁금,롭,ㄴ,거,어서,들,그렇,을,ㄴ데,?,하,거든,이,그래서,었,아니,name,6,대,다른,기,얘,던,주,한,,,,종로구,싶,시,이랑,의,이,,,,,,
그,어,결혼,에,이,뭐,나,약간,미숙,롭,을,것,여,들,어떻,을,고,.,하,지,이,그래서,더,아니,name,1,박,여러,기,걔,니,보,한,,,,종로구,않,으시,나,의,이,,,,,,
하,어,전,에,이,뭐,는,다,저렴,하,ㄴ,수,게,들,어떻,을,고,.,하,네,이,그래서,었,아니,name,4,일,그,기,걔,나요,않,한,,,,마포구,싶,시,랑,의,가,,,,,,
말,어,사주,에,이,뭐,는,끝내,저렴,롭,은,것,어,들,나쁘,을,고,.,하,네,이,그래서,었,아니,name,1.5,번,그런,기,걔,나요,않,한,,,,중구,싶,시,랑,의,가,,,,,,
그리하,어,궁합,로,가,뭐,는,다,하롱,하,는,중,는데,들,없,을,고,.,하,어,이,그리고,더,아니,name,3,군데,그,기,걔,을까,않,한,,,,종로구,만하,시,이랑,의,이,,,,,,
날,ㄴ가,별,에,이,나,는,아무튼,궁금,하,는,것,어,네,없다,을,고,?,하,다,이,그래서,었,아니,name,5,박,그,기,얘,냐,않,한,,,,종로구,있,시,에다,의,이,,,,,,
끝나,어,소용,에,가,뭐,라고,좀,무난,하,ㄹ,수,게,들,좋,을,ㄴ데,.,하,거든,이,그러니까,었,아니,name,6,일,그,기,외로워,ㄹ까,있,한,,,,종로구,싶,으시,랑,의,이,,,,,,
하,다,다행,에서,가,자기,은,안,훌륭,하,는,수,지,들,어떻,을,고,.,되,라고,이,그러면,더,,name,5,박,어떤,기,얘,을까,지,한,,,,은평구,만하,시,에,의,이,,,,,,
하,어,신경,에,가,뭐,는,좀,상큼,스럽,는,것,게,들,이렇,를,고,.,하,라고,이,그래서,었,,name,6,일,그런,ㅁ,얘,냐,않,한,,,,하라,싶,시,랑,의,이,,,,,,
모르,어,요즘,으로,이,이,는,많이,쌀쌀,하,는,것,니깐,들,같,를,면,.,하,네,이,그래서,었,,name,하나,등,어떤,기,걔,을까,않,한,,,,임하면,싶,으시,이랑,의,이,,,,,,
하,어,요즘,에,가,이,도,상당히,따뜻,하,ㄴ,거,니깐,들,비슷하,을,고,.,하,네,이,그리고,겠,,name,85,등,그,기,얘,을까,않,한,,,,네이버,싶,시,랑,의,가,,,,,,
하,어,예전,으로,가,그,라고,못,답답,하,은,것,는데,들,어떻,를,면,.,하,잖아,이,그리고,었,,name,85,등,그,기,얘,을까,지,한,,,,미국,싶,시,이랑,의,이,,,,,,
대하,어,사주,으로,이,그것,는,아마,용이,지,은,수,는데,들,편하,을,면,.,하,어요,이,그래서,었,,name,75,등,그,ㅁ,걔,을까,않,한,,,,대신,싶,시,과,의,이,,,,,,
맞추,아,궁합,으로,이,나,이나,많이,심각,하,ㄴ,수,어야,들,같,한테,면,.,하,지,이,그래서,겠,,name,100,등,어떤,기,걔,니,있,한,,,,하면,싶,시,이랑,의,이,,,,,,
되,아,사람,로,이,뭐,는,너무,비롯,하,ㄴ,거,게,들,그,을,고,.,하,어,이,그래서,었,,name,100,박,그,기,나요,을까,않,한,,,,제주도,싶,시,랑,의,이,,,,,,
나오,어,생각,으로,가,뭐,라고,특별히,바람직,하,은,데,어서,적,이렇,을,고,?,하,ㄴ대,이,그래서,었,,name,100,일,그,기,뺏어,습니까,않,한,,,,제주도,싶,으시,랑,의,이,,,,,,
가,어,종교,에서,가,뭐,는,함께,바람직,하,는,거,는데,들,뒤늦,을,지만,.,하,라고,이,그래서,았,,name,20,박,그,기,랬,ㄴ가,않,한,,,,강원도,계시,시,랑,의,가,,,,,,
빼,아,사주,서,이,이,는,근데,굉장,하,는,거,게,들,어떻,를,고,?,하,ㄴ데,이,그래서,았,,name,2,건,그런,기,나요,ㄴ가요,있,세,,,,강원도,싶,시,랑,의,가,,,,,,
되,어,궁합,에,이,그,은,벌써,적당,하,은,거,으면,들,이렇,를,고,.,하,어,이,그래서,었,,name,1,일,그,기,쟤,냐,있,한,,,,파주,싶,시,랑,의,가,,,,,,
하,어,말,에,이,뭐,은,벌써,생생,하,ㄴ,터,어야,들,가깝,를,고,.,하,잖아,이,그래서,었,,name,하나,월,이런,기,학교,나요,않,한,,,,영종도,싶,시,와,의,이,,,,,,
비하,어,기분,에,이,뭐,은,벌써,생생,하,ㄴ,때문,는데,들,그렇,를,고,.,하,다고,이,그래서,겠,,name,40,주일,그,기,이제,을까,않,한,,,,인젠,만하,시,나,의,이,,,,,,
좋아지,아,현실,에,이,그거,도,벌써,웬만,스럽,을,것,지,네,그,을,고,.,하,라고,이,그래서,었,,name,1000,군데,어떤,기,괴로웠었어,냐,버리,한,,,,제주도,만하,으시,하고,의,이,,,,,,
하,다,사람,에서,이,나,은,그럼,애매,스럽,을,거,지,들,이렇,를,고,.,하,다,이,그래서,었,,name,1,리,그런,기,너무,냐,있,네,,,,제주도,싶,시,이나,의,가,,,,,,
되,ㄴ가,파토,에,이,뭐,은,특히,확실,하,ㄴ,거,어,들,저렇,한테,면,.,하,라고,이,그래서,더,,name,8,명,어느,기,했어도,ㄹ까,않,한,,,,제주도,싶,시,랑,의,가,,,,,,
하,어,경우,으로,가,뭐,대로,잘,무정,하,은,번,으면,들,없,을,고,?,되,ㄴ다,이,그래서,았,,name,만,박,그런,기,네가,나,않,네,,,,제주도,싶,시,과,의,가,,,,,,
되,어,경우,에서,이,나,는,많이,깨끗,스럽,는,거,지,들,어떻,을,고,.,하,어요,이,그래서,더,,name,수십,일,그,기,잖,던,있,한두,,,,제주도,싶,으시,나,의,가,,,,,,
긷,아,풍문,으로,이,이것,도,못,깔끔,스럽,ㄹ,거,는데,들,그러하,를,고,.,하,아요,이,그래서,었,,name,만,박,그,기,얘,나,않,한,,,,제주도,싶,시,랑,의,이,,,,,,
하,다,사실,에,이,너,는,왜냐하면,깨끗,하,는,거,어,들,그렇,과,ㄴ데,.,하,라고,이,그래서,았,,name,20,일,이런,기,얘,ㄴ가,있,네,,,,제주도,싶,시,이나,의,이,,,,,,
긷,어,옆,에,이,뭐,도,데,시급,하,는,것,라고,들,같,을,고,.,하,다,이,그래서,더,,name,만,대,어떤,기,얘,을까,있,두,,,,대신,싶,시,나,의,이,,,,,,
그리,아,예전,에서,이,뭐,도,많이,비슷,스럽,ㄴ,것,던데,들,그,을,고,.,하,다고,이,그리고,았,,name,3,대,어떤,기,자잿값,나,있,한,,,,하면,만하,시,나,의,이,,,,,,
보,아,기억,로,이,뭐,는,그럼,깔끔,하,는,수,니까,들,길,을,다면,.,하,다고,이,그래서,았,,name,1,분,어떤,기,팡을,던,보,네,,,,제주도,싶,시,나,의,이,,,,,,
가,어,재성,으로,가,자기,는,쪼끔,깔끔,스럽,은,것,은데,들,젊,를,지만,?,되,잖아,이,그래서,더,,name,하나,분,그런,기,랐,던,지,네,,,,대신,싶,시,나,의,가,,,,,,
가,어,결혼,에,가,나,도,좀,자잘,스럽,ㄴ,것,게,들,같,을,고,?,하,ㄴ다,이,그러니까,더,,name,1,분,그런,기,자잿값,나,지,한,,,,하다,싶,,에,의,가,,,,,,
갈,어,인가,에서,가,뭐,는,왜냐하면,수월,하,은,것,어서,들,어떻,을,고,.,하,다고,이,그래서,더,,name,1,분,그런,ㅁ,걔,나,않,한,,,,하면,싶,,에,의,가,,,,,,
하,어,주례,에,이,나,는,또,아련,스럽,ㄹ,데,게,들,높,을,고,.,하,라고,이,그래서,더,,name,1,분,그,기,걔,냐,않,한,,,,하면,싶,,에,의,이,,,,,,
