NNG,JKS,XSN,JX,NP,JKO,MAG,UN,VV,ECS,ETD,NNB,VA,ECD,SF,MDT,JKG,JKM,MAC,EPT,VXV,EFQ,EFN,ECE,VXA,VCP,VCN,NR,EFI,XSV,JKQ,NNP,JC,XR,XSA,EPH,ETN,JKC,OL,NNM,VX,JKI,MDN,XPN,IC,EFO,EFA
르,이,들,는,나,를,가끔,도죠,있,아,ㄹ,때문,부드럽,어,.,그런,의,에,그래서,었,있,ㄹ라고,야,면,싶,이,아니,1,,하,,파크,에다,조용,하,시,기,이,name,번,오,,네,,예,,
말,이,들,는,나,을,씩,같으네,되,아,은,중,유하,여,?,그런,의,에,그러니까,었,않,나요,ㅂ니다,고,싶,이,아니,10,,하,,파크,에다,희한,롭,시,기,이,name,도,못하,,네,,,,
은,이,들,는,뭐,을,쪼끔,되었,있,어,ㄴ,것,부드럽,라고,.,그,의,에,그래서,겠,보,나요,잖아,고,싶,이,아니,2,,하,,파크,에다,비슷,하,시,기,이,name,우리,오,,네,,,,
엠,이,들,는,나,을,많이,젠,있,어,ㄴ,중,그,ㄴ데,.,그,의,에,그리고,었,않,자니까,잖아,어야지만,싶,이,아니,1,,하,,하면,니,굉장,하,시,기,이,name,개,오,,한,,,,
비,이,들,야,자기,을,안,살고,갖,곤,ㄹ,것,이렇,아서,.,그,의,으로,그래서,더,있,ㄴ가요,어요,고,싶,이,아니,1,,하,,광동,하고,간단,하,시,기,이,name,건,오,,네,,,,
티,가,들,는,나,을,같이,캣,바꾸,어,ㄹ,것,없,어,.,다른,의,으로,그러나,었,있,ㄹ까,ㄴ대요,고,싶,이,아니,1,,하,,하다,에,조용,하,시,기,이,name,일,못하,,네,,,,
아이,가,들,야,나,을,더,걔,되,어,ㄴ,결,슬프,게,.,그,의,보다,그래서,었,있,다면서요,어요,면,싶,이,아니,만,,하,,하다,이나,아늑,하,시,기,이,xx,번,오,,네,,,,
성향,가,들,은,나,을,왜냐하면,걔,알,다,는,것,똑같,지,.,그,의,에서,그래서,겠,않,ㄴ가요,아요,고,싶,이,아니,첫째,,하,,리다,에,아담,하,시,기,이,name,번,오,,네,,,,
사람,이,들,는,나,을,아까,휴,그리,아,ㄴ,데,없,게,.,그,의,에서,그래서,었,않,을까요,아요,고,싶,이,아니,3,,하,,인젠,니,소담,하,시,기,가,name,마리,오,,한,,,,
사람,이,들,는,뭐,을,다,야죠,대하,어,ㄴ,데,없,게,.,그,의,으로,그래서,었,않,을까,아요,고,싶,이,아니,1,,하,,하면,이랑,소박,하,시,기,이,name,마리,오,,한,,,,
형,가,들,는,뭐,을,곧,없는,하,어,ㄴ,거,그렇,여,.,그,의,에,그래서,었,있,냐,죠,고,싶,이,아니,1,,하,,충주,과,활발,하,시,기,이,name,마리,들,,한,,,,
행동,이,들,는,뭐,을,곧,넨,듣,아,ㄴ,것,어떻,어,?,그런,의,에,그래서,었,보,냐,죠,고,싶,이,아니,30,,하,,충주,나,당연,하,시,기,이,name,마리,오,,한,,,,
사고,이,들,는,뭐,를,또,가지고,그러,고,는,것,그,어,.,그런,의,에,그러니까,었,주,나,아요,ㄴ데,계시,이,아니,1,,하,,충주,하고,조용,하,시,기,이,name,마리,오,,한,,,,
사람,가,들,는,뭐,을,서로,슈,만나,다,ㄴ,데,좋,게,.,그,의,처럼,그러니까,었,않,을까,잖아,면,싶,이,아니,1,,하,,충주,에,사소,하,시,기,가,name,마리,못하,,네,,,,
이해,가,들,는,뭐,을,이렇게,얘,있,어,ㄴ,데,같,라고,.,저,의,으로,그래서,더,지,을까,아요,고,싶,이,아니,하나,,하,,대신,이나,깨끗,하,시,기,가,name,가지,오,,한,,,,
엠,이,들,도,자기,을,서로,슈,어,어,ㄴ,거,좋,는데,.,그,의,으로,그래서,었,않,을까,잖아,고,계시,이,아니,1,,하,,하면,과,멀쩡,하,시,기,이,xxx,건,오,,한,,,,
비,가,들,는,자기,를,굉장히,슈가,생기,아,ㄴ,것,그렇,지,.,그런,의,처럼,그런데,었,않,을까,죠,고,계시,이,아니,1,,하,,하면,이나,척박,스럽,시,기,이,name,건,하,,네,,,,
티,이,들,도,나,을,또,슈가,있,아,ㄴ,것,좋,게,.,저,의,에,그러니까,었,주,을까,다고,면서,있,이,아니,하나,,하,,하면,나,척박,하,시,기,가,xxx,건,못하,,한,,,,
내가,이,상,야,뭐,을,딱,슈가,하,아,을,것,좋,게,.,그,의,에,그래서,었,주,을까,요,고,싶,이,아니,50,,하,,하면,이나,척박,스럽,시,기,가,xxxx,년,오,,한,,,,
사람,이,적,은,자기,를,굉장히,얘,하,아,는,거,많,더니,.,그런,의,처럼,그래서,었,않,을까,아요,고,만하,이,아니,여,,하,,하면,에,섭섭,스럽,시,기,가,name,살,오,,한,,,,
이해,이,쯤,은,그거,을,근데,얘,그,어,ㄹ,것,어떻,지,.,이,의,에,그래서,었,지,ㄹ까,잖아요,면,만하,이,아니,하나,,하,,하면,에,적당,하,시,기,이,x,번,못하,,한,,,,
시간,가,들,은,우리,를,약간,슈,먹,아,는,거,어떻,으면,.,어느,의,으로써,그래서,았,주,을까,죠,ㄴ데,싶,이,아니,5,,하,,하다,니,느긋,하,시,기,이,xx,평,못하,,한,,,,
엠,이,들,은,나,을,좀,슈가,그,어,ㄴ,것,같,게,.,이,의,에,그러니까,었,주,을까,아요,ㄴ다고,싶,이,아니,10,,하,,모든,에,대단,하,시,기,이,name,바퀴,오,,세,,,,
비,이,적,까지,그,를,못,슈가,느껴지,아,ㄹ,거,그렇,더니,.,이,의,보다,하지만,었,않,을까,죠,고,싶,이,아니,1,,하,,하면,에다,하롱,스럽,시,기,가,name,일,있,,네,,,,
티,이,들,는,뭐,를,참,슈가,아,어,ㄴ,거,그렇,지,.,그런,의,보다,그러니까,었,있,을까,거든요,ㄴ다고,싶,이,아니,1,,하,,아주,이랑,둥그스름,하,시,ㅁ,가,name,건,오,,네,,,,
아이,이,용,은,나,을,참,슈가,사귀,아,은,것,이렇,지,.,그런,의,보다,그래서,었,않,는다고,라고요,고,않,이,,1,,하,,하면,에다,불쌍,하,시,기,이,name,가지,오,,네,,,,
사람,이,들,은,나,한테,많이,얘,나누,아,ㄹ,것,그,게,.,그런,의,서,그러니까,었,지,냐,라,고,싶,이,,2,,하,,미국,에다,웅장,스럽,시,기,가,name,원,오,,네,,,,
이해,이,히,은,나,를,굉장히,얘,밀,어,라는,것,많,게,.,뭔,의,처럼,그러니까,었,있,냐,잖아요,고,푸,이,,10,,되,,미국,에다,당연,하,시,기,가,name,건,오,,네,,,,
용서,이,들,은,나,을,잘,얘,그러,어,는,이래,같,은데,.,무슨,의,에는,그래서,었,않,느냐,아요,지만,계시,이,,1,,하,,미국,랑,한적,하,으시,기,이,name,건,오,,네,,,,
사람,가,씩,는,나,을,항상,얘,먹,어,을,줄,모나,게,.,이,의,에서,그래서,었,있,느냐,어요,고,싶,이,,1,,하,,하면,에다,한적,하,시,기,이,name,번,못하,,한,,,,
장점,이,들,은,뭐,을,항상,슈가,되,다,는,것,모나,더니,.,그,의,으로,그러니까,었,주,는가,아요,고,싶,이,,1,,하,,하다,랑,순진,하,시,기,가,name,번,하,,한,,,,
엠,이,들,는,나,을,근데,슈,있,다,라는,것,부드럽,더니,.,그,의,으로,그래서,었,지,나,아요,면,싶,이,,1,,하,,말레이시아,에다,어마어마,하,시,기,이,name,건,못하,,네,,,,
비,이,들,뿐,나,을,인제,얘,따르,어,는,거,그렇,아,.,그,의,에,그래서,었,주,냐,어야지,아야지만,싶,이,,1,,하,,명동,이나,찝찝,하,시,기,가,affiliation,건,못하,,네,,,,
티,이,들,은,뭐,를,더,슈,되,어,는,거,모나,게,.,이,의,보다,그래서,겠,지,나,아야지,면,싶,이,,2,,하,,하면,나,찝찝,하,시,기,이,affiliation,년,하,,네,,,,
아이,가,들,은,뭐,를,왜냐하면,휴,그리,아,ㄴ,수,부드럽,은데,?,그,의,에서,그래서,았,않,냐,아요,ㄴ다고,싶,이,,하나,,하,,하면,에,웬만,하,으시,기,가,affiliation,년,오,,네,,,,
짓,이,들,야,뭐,한테,안,슈가,통하,는지,는,것,이렇,게,.,그,의,에,그래서,었,있,던,다고,면,싶,이,,몇,,하,,하면,과,조잡,하,시,기,이,affiliation,년,못하,,네,,,,
생각,이,들,은,내,한테,쪼끔,슈가,만나,는지,ㄴ,거,아프,여도,.,그,의,에,그래서,었,않,던,잖아요,면,싶,이,,1,,하,,라도,랑,어마어마,하,시,기,가,name,년,오,,네,,,,
오늘,이,들,은,우리,한테,안,슈가,있,어,ㄴ,거,아프,어도,.,그,의,에,그래서,더,않,냐,잖아요,ㄴ데,싶,이,,3,,하,,모든,이나,어마어마,롭,시,ㅁ,가,name,건,있,,네,,,,
생각,이,들,도,거기,을,늘,슈,통하,아,은,거,이렇,지,.,그,의,에,그래서,었,않,냐,다,고,싶,이,,하나,,하,,하면,랑,멀쩡,하,시,기,가,name,건,못하,,네,,,,
자체,가,들,도,거기,한테,너무너무,일방적으로,있,아,은,거,이렇,아,.,그,의,로,그래서,더,있,ㄴ가,야지,다면,싶,이,,하나,,하,,하면,랑,지저분,스럽,시,기,가,name,년도,오,,네,,,,
자체,이,들,은,뭐,한테,진짜,쟤,가지,어,은,나름,없,게,?,그,의,에게,그래서,더,나,나,죠,고,같,이,,1,,하,,하다,에다,저렴,스럽,시,기,가,name,년,못하,,네,,,,
우정,이,들,도,뭐,을,지금,얘,있,아,는,것,같,지,.,그,의,에,그래서,겠,않,나,어,고,싶,이,,1,,하,,라도,니,저렴,하,시,기,이,name,원,못하,,네,,,,
한번,가,들,도,거기,을,진짜,얘,그리하,어,은,거,좋,지,.,이런,의,으로,그래서,었,있,냐,어,고,싶,이,,1,,되,,아진,이나,달콤,스럽,시,기,이,name,건,못하,,네,,,,
생각,이,들,는,뭐,을,약간,이게,맞,아,ㄴ,거,좋,라고,.,그,의,로,그래서,더,보,ㄴ가,잖아,고,않,이,,1,,하,,한솔,랑,정교,하,시,기,가,name,건,오,,네,,,,
우정,이,들,까지,거기,를,좀,걔,니,아,ㄹ,땜,같,어,.,이,의,에,그래서,았,보,냐,잖아,고,싶,이,,둘째,,되,,하면,랑,비슷,하,시,기,가,name,시,못하,,네,,,,
말,이,들,은,뭐,한테,더,얘,그러,아,는,쪽,그렇,니까,.,그,의,에,그래서,었,놓,ㄹ래,어,다면,싶,이,,2,,하,,설악산,이나,기특,스럽,시,ㅁ,이,name,시,못하,,네,,,,
우정,이,들,은,거기,을,약간,걔,마,어,ㄴ,거,없,여,.,몇,의,에,그래서,았,있,는가,에요,고,싶,이,,1,,하,,설악산,에,꾸준,하,시,기,이,name,테,가,,네,,,,
생각,이,들,은,뭐,을,또,슈가,맞,다,는,거,같,게,.,이,의,보다,그래서,겠,놓,냐,어요,고,싶,이,,2,,하,,천지,이나,기특,하,으시,기,이,name,개,,,네,,,,
때,이,적,도,자기,을,또,슈,올라가,아,는,거,많,아도,.,이,의,에서,그래서,었,보,냐,다,면,싶,이,,2,,하,,천지,에,긴가민가,하,으시,기,가,name,원,,,네,,,,
지금,이,적,도,우리,을,다,얘,틀리,어,ㄴ,수,같,어야,.,그,의,에,그래서,었,있,는가,다,고,싶,이,,1,,하,,하면,이나,비슷,하,으시,기,이,name,명,,,한,,,,
사회적,이,들,나,우리,를,다,걔네들,자라,아,는,데,같,게,.,그,의,로,그런데,더,가지,는가,죠,고,싶,이,,1,,하,,하면,랑,비슷,하,시,기,이,name,원,,,네,,,,
관계,가,적,라고,뭐,을,근데,케,하,어,ㄴ,수,젊,아,.,그,의,에,그래서,었,보,냐,에요,고,싶,이,,20,,하,,하다,이나,비슷,하,시,기,이,name,번,,,한,,,,
학업,은,들,는,뭐,를,분명히,살으려,되,어,ㄴ,땜,같,어야,.,그런,의,보다,그리고,었,보,나,아요,고,싶,이,,3,,하,,하면,이나,서운,하,시,기,이,name,우리,,,한,,,,
친구,이,님,도,뭐,을,또한,있어요,되,어,는,거,비싸,어서,.,그런,의,로,따라서,더,보,냐,잖아요,고,싶,이,,4,,하,,하면,이랑,간편,하,으시,기,이,name,분,,,한,,,,
우정,이,들,는,뭐,을,또,휴,생기,아,ㄴ,거,젊,아,.,이런,의,으로,그래서,더,보,냐,어요,면,싶,이,,2,,하,,말레이시아,랑,간편,하,시,기,이,name,년도,,,한,,,,
시기,이,들,는,뭐,를,이렇게,쟤,되,아,는,거,많,게,.,그런,의,에,그러니까,었,보,나,어,고,만하,이,,2,,하,,말레이시아,니,대단,하,시,기,이,name,건,,,한,,,,
공감,가,들,는,뭐,를,왜,계속,되,어,을,치,없,게,.,그,의,에,그래서,었,보,ㄴ가,대요,고,싶,이,,1,,하,,말레이시아,니,대단,하,으시,기,가,,개,,,한,,,,
소통,이,들,는,나,를,왜냐하면,즈,하,아,ㄹ,것,같,아,.,그,의,으로,그러면,었,있,디,다고,고,싶,이,,13,,하,,말레이시아,에,야박,하,으시,기,가,,원,,,한,,,,
사람,이,들,만,그,을,그러면,즈,달라지,ㄴ가,는,것,쉽,게,.,그런,의,에,그래서,더,있,냐,어요,ㄴ다고,만하,이,,1,,하,,말레이시아,랑,불쌍,하,시,기,가,,원,,,한,,,,
우정,이,들,도,자기,한테,그냥,츠,갖,아,은,거,그,게,.,이런,의,에,그리고,었,있,는가,네요,면서,싶,이,,1,,하,,말레이시아,이랑,깔끔,하,시,기,이,,년,,,한,,,,
나이,이,들,는,자기,을,그냥,쟤,갖,어,ㄴ,수,많,여,.,그,의,에서,그래서,었,있,는가,어요,고,싶,이,,1,,하,,말레이시아,하고,대단,하,시,기,가,,년,,,한,,,,
예전,이,들,는,뭐,를,그냥,쟤,대하,아,ㄹ,수,같,어서,.,그,의,에,그래서,었,보,냐,어요,고,뻔하,이,,1,,하,,말레이시아,랑,대단,하,시,기,가,,살,,,한,,,,
유,이,끼리,도,나,을,아무리,됐건,떠나,어,는,수,좋,게,.,그,의,에,그래서,었,있,는가,대요,고,싶,이,,500,,하,,말레이시아,니,불쌍,하,으시,기,이,,살,,,한,,,,
지가,가,들,나,뭐,를,이렇게,얘,되,어,는,거,그,지,.,맨,의,에,그래서,었,있,는가,거든요,고,계시,이,,만,,되,,정연,랑,죄송,하,으시,기,이,,년,,,한,,,,
만난,가,들,도,뭐,을,아무리,츠,바라보,아,은,것,편하,게,.,다른,의,에,그래서,었,지,는가,에요,면,싶,이,,1,,하,,하다,랑,빠삭,하,으시,기,이,,년,,,한,,,,
지가,이,들,도,뭐,을,안,특,있,어,는,수,힘들,으니까,.,이,의,에,그래서,었,있,던,어요,고,싶,이,,10,,하,,미국,랑,담백,하,시,기,이,,년,,,네,,,,
우정,이,들,는,뭐,를,아까,인제,같,어,는,이래,힘들,는데,.,이런,의,에,그래서,였,놓,은가,어요,고,듯하,이,,13,,하,,미국,랑,으리으리,하,으시,기,이,,년,,,네,,,,
지가,이,들,요,그것,을,이렇게,걔,바라보,어,는,거,힘들,게,.,그런,의,에,그런데,더,보,ㄹ라고,라고요,고,싶,이,,1,,하,,미국,랑,으리으리,하,시,기,이,,년,,,네,,,,
나이,이,들,도,자기,을,근데,으,있,다,는,것,많,어서,.,그,의,에,그래서,았,있,냐,어요,고,싶,이,,2,,하,,미국,랑,조용,하,시,기,이,,년,,,한,,,,
우,이,들,도,뭐,을,아까,얼마나,먹,아,는,거,힘들,아도,.,그,의,에서,그래서,았,있,냐,다,고,싶,이,,2,,하,,미국,랑,조용,하,시,기,이,,분,,,한,,,,
정도,이,들,도,뭐,을,다,쌩,들,어,은,수,이렇,아,.,어느,의,으로,그런데,었,주,냐,어요,고,싶,이,,2,,하,,제주도,이랑,신기,하,시,기,가,,번,,,한,,,,
정리,가,들,도,그,를,더,익산,살,어,ㄴ,것,젊,으면,.,그,의,으로,그러나,었,지,는가,어요,고,뻔하,이,,1,,하,,하다,에,깨끗,하,으시,기,이,,원,,,한,,,,
공감,이,들,는,우리,를,왜냐하면,변두리잖,그리하,어,는,대로,길,어도,.,여러,의,에서,그러면,었,있,는다고,습니다,고,싶,이,,13,,하,,하다,니,비슷,하,시,기,이,,년,,,네,,,,
의식,이,들,도,그,을,더,봤었는데,하,다,은,수,좋,게,.,그,의,으로,그래서,았,지,는가,어요,고,싶,이,,1,,하,,제주도,랑,깨끗,하,시,기,가,,년,,,네,,,,
철학적,가,적,도,뭐,을,안,얘,듣,아,는,거,어떻,ㄹ까,.,어떤,의,에서,그래서,었,있,는가,어요,고,만하,이,,3,,하,,하다,이나,어마어마,하,시,기,가,,년,,,한,,,,
성향,이,보,는,뭐,를,보다,갖고,그러,다,는,거,저렇,여도,.,이,의,으로,그래서,았,않,는가,잖아요,고,싶,이,,1,,하,,울릉도,이랑,따뜻,하,시,기,가,,년,,,한,,,,
이해도,가,들,도,뭐,을,좀,여름에는,그러,아,ㄴ,수,좋,지,.,그,의,에,그래서,었,보,는가,어요,고,싶,이,,1,,되,,독도,하고,신선,스럽,시,기,가,,번,,,네,,,,
공감,이,들,도,그것,을,좀,뭣,말하,어,는,때문,같,게,.,이런,의,에,그래서,었,가지,ㄹ까,어요,ㄴ데,있,이,,150,,하,,독도,랑,대단,하,시,ㅁ,이,,개,,,한,,,,
우,가,씩,도,우리,를,아직,걔,있,어,는,거,그렇,어,?,여러,의,에,그러니까,었,가지,ㄹ까,에요,면,만하,이,,만,,하,,독도,이랑,비슷,하,시,기,가,,일,,,네,,,,
정도,이,들,도,이것,을,이렇게,걔,내,아,는,수,그렇,어서,.,이,의,로,그래서,겠,있,ㄴ가,어요,고,있,이,,1,,되,,하면,랑,요만,하,시,ㅁ,가,,번,,,한,,,,
시기,가,들,도,뭐,을,원활히,들어가서,짓,어,는,거,없,지,.,이런,의,에,그래서,겠,보,ㄴ가,어요,면,싶,이,,3,,하,,제주도,하고,정교,하,시,ㅁ,이,,번,,,한,,,,
정리,이,들,도,그것,을,또,빨리,어,어,는,것,그,으면,.,그,의,으로,그래서,었,가지,을까,에요,ㄴ데,싶,이,,4,,하,,제주도,니,넉넉,하,시,기,이,,우리,,,네,,,,
신기,이,들,도,뭐,을,더,스,아니,어,을,거,힘들,을수록,.,그,의,으로,그래서,겠,가지,냐,에요,고,만하,이,,3,,되,,제주도,과,생생,하,시,기,가,,리,,,세,,,,
우정,이,어,도,자기,를,좀,넨,사귀,어,ㄴ,것,그렇,으면,.,그,의,에,그래서,더,가지,ㄴ가,다,고,싶,이,,150,,하,,제주도,에,생생,하,시,기,,,건,,,네,,,,
인간,이,들,도,우리,을,충분히,린,만나,어,ㄹ,거,같,게,.,그,의,과,그런데,었,있,던,다고,고,싶,이,,만,,하,,제주도,에,생생,하,시,기,,,시,,,한,,,,
인간,가,들,도,뭐,을,근데,햘,그러,는지,은,거,부드럽,은데,.,이런,의,에,그래서,겠,보,냐,어요,고,싶,이,,150,,되,,제주도,에,요만,하,으시,기,,,시,,,네,,,,
삶,이,들,는,뭐,를,진짜,테도,어,어,ㄴ,거,같,어서,.,그런,의,에,그래서,겠,보,냐,에요,면,싶,이,,만,,하,,오션,이랑,대단,하,시,기,,,년,,,네,,,,
생각,이,들,나,뭐,을,너무,싸게,넘기,는지,는,거,같,ㄴ지,.,그,의,에,그래서,더,않,ㄴ가요,라고요,고,싶,이,,200,,하,,제주도,에,영롱,하,시,기,,,년,,,네,,,,
교수님,이,들,는,우리,를,늘,웠지,듣,다,을,내,힘들,게,.,어떤,의,에,그러니까,겠,주,ㄹ까요,라고요,고,싶,이,,만,,하,,제주도,에,익숙,하,시,기,,,년,,,한,,,,
인간,이,론,도,나,를,이렇게,웠,있,어,ㄴ,것,좋,게,.,몇,의,에,그리고,겠,보,느냐,라고요,고,싶,이,,10,,하,,제주도,랑,대단,하,시,기,,,년,,,한,,,,
차,이,들,도,저기,을,참,웠,만나,ㄴ다,는,수,나쁘,아,.,그런,의,에,그래서,겠,주,은가,에요,고,싶,이,,2,,되,,대신,랑,무난,하,시,기,,,개,,,네,,,,
차,가,들,야,내,을,별로,가지고,나누,아,는,수,좋,여,.,몇,의,으로,그래서,았,나가,냐,라고요,고,싶,이,,40,,하,,제주도,에,풍부,하,시,ㅁ,,,년,,,두,,,,
차,가,들,야,그거,를,왜냐하면,넓은,걸,다,을,데,그렇,아,.,그런,의,에,그러니까,더,보,냐,에요,고,계시,이,,40,,하,,제주도,에,죄송,하,으시,기,,,가지,,,두,,,,
관계,이,들,은,뭐,을,아무리,슈,보,다,을,수,많,니까,.,모든,의,보다,그래서,겠,보,냐,라고요,고,계시,이,,만,,하,,제주도,나,홀가분,하,시,기,,,건,,,네,,,,
관계,가,들,은,뭐,을,많이,슈,아,어,ㄹ,것,그렇,어,.,어떤,의,으로,그런데,더,가지,나,에요,면,싶,이,,2,,하,,한라,에,깔끔,하,시,기,,,것,,,한,,,,
