NNP,XSN,JKS,NNG,JX,NP,JKO,MAG,VCP,EC,VV,ETM,NNB,VA,EF,SF,MM,JKG,JKB,MAJ,EP,VX,JKC,VCN,XSV,VV-R,VA-I,VV-I,IC,SN,XSA,NR,JKQ,XR,XPN,ETN,JC,SL,XSA-I,VA-R,Z_CODA,JKV,XSM
남구,님,이,이해도,만,그거,을,항상,이,어서,나누,ᆫ,수,좋,어,.,무슨,의,으로,그래서,었,싶,이,아니,하,뵙,저렇,듣,인제,1,하,만,,한적,,기,이나,name,,,,,
영도,님,이,공감,는,나,를,항상,이,어서,보,ᆫ,거,좋,ᆯ까,.,그런,의,한테,근데,었,가지,이,아니,하,받,낫,듣,뭐,3,하,만,,한적,,기,나,xxx,,,,,
엠비,님,이,우정,는,나,을,더,이,냐,하,ᆯ,중,있,야,.,그런,의,에,그러니까,시,주,이,아니,하,받,무겁,듣,아,1,하,하나,,순진,,기,이나,xxxx,,,,,
티아,님,이,시기,는,나,을,안,이,면,버금가,는,중,같,잖아,.,그런,의,한테,그래도,었,가지,이,아니,하,업,그렇,묻,뭐,1,하,하나,,어마어마,,기,하고,name,,,,,
엠비,씩,가,정리,는,자기,를,안,이,고,치,은,것,없,을까,.,이런,의,한테,그러니까,었,않,이,아니,하,받,그렇,듣,뭐,1,하,하나,,찝찝,,기,하고,x,,,,,
티아,씩,가,우정,는,나,ᆯ,늘,이,고,하,라는,것,있,잖아,.,저런,의,에,그러니까,시,보,이,아니,하,받,이렇,묻,아유,1,하,사,,찝찝,,기,나,xx,,,,,
엠비,들,가,인간,도,나,를,너무너무,이,어서,하,는,때문,있,잖아,.,어떤,의,에,그러니까,었,싶,가,아니,하,웃,그렇,듣,치,2,하,구,,조잡,,기,하고,name,,,,,
티아,님,가,인간,는,나,을,진짜,이,어서,보살피,을,수,싸,더라고,.,그런,의,처럼,근데,었,가,가,아니,하,웃,어떻,듣,응,1,하,사,,어마어마,,기,이나,name,,,,,
엠비,님,이,삶,도,뭐,ᆯ,진짜,이,고,그러,는,수,같,랄까,.,별,에,으로,그리고,시,계시,이,아니,하,웃,어떻,듣,그,2,하,구,,멀쩡,,기,과,name,,,,,
티아,들,이,생각,은,나,를,약간,이,고,넘,라는,거,많,어,.,그런,의,으로,그러니까,었,않,가,아니,되,받,그렇,걷,인제,2,하,여섯,,지저분,,기,과,name,,,,,
엠비,들,가,님,은,자기,를,좀,이,어야지,대하,는,것,같,구나,.,그런,의,처럼,근데,었,계시,이,아니,하,손잡,어떻,듣,그죠,1,하,하나,,저렴,,라기,나,name,,,,,
티아,들,이,교수,은,나,을,더,이,으면,하,는,거,같,어,.,그,의,한테,그러면,시,않,이,아니,되,손잡,그렇,붓,아휴,1,하,열,,정교,,기,이나,name,,,,,
엠비,들,가,인간,은,나,을,약간,이,고,만나,ᆫ,때문,젊,구나,.,그,의,한테,근데,었,오,이,아니,하,받,그렇,듣,하,20,하,억,,비슷,,기,이라든가,name,,,,,
티아,적,가,관계,ᆫ,나,를,또,이,게,만나,는,명,같,구나,.,그,의,에,근데,시,않,가,아니,하,믿,이렇,돕,뭐,3,하,첫째,,기특,,기,하고,name,,,,,
엠비,적,이,관계,은,나,을,또,이,니까,만나,ᆫ,중,비싸,구나,.,다른,의,한테,근데,었,않,이,아니,되,믿,그렇,듣,뭐,4,하,하나,,기특,,기,나,name,,,,,
티아,시,가,관계,까지,나,을,다,이,어도,만나,ᆫ,명,젊,거든,.,그,의,에,그래서,시,싶,가,아니,하,웃,그렇,줍,뭐,2,하,넷,,긴가민가,,기,이나,name,,,,,
이인,들,이,형성,도,나,을,다,이,고,만나,은,거,어마어마하,어,.,그런,의,처럼,그리고,시,놓,이,아니,되,벗,그렇,돕,저,2,하,둘째,,비슷,,기,과,affiliation,,,,,
하보,들,이,옛날,도,나,을,분명히,이,라,보,은,때문,많,어,.,그,의,에,그치만,었,하,이,아니,하,뵙,그렇,잇,뭐,1,하,몇,,비슷,,기,이나,affiliation,,,,,
미륵산,들,이,우정,ᆫ,자기,을,또,이,라,있,은,거,없,어,?,그,의,하고,근데,었,가지,이,아니,하,손잡,그렇,듣,뭐,13,하,만,,서운,,기,나,affiliation,,,,,
레어,적,이,때,는,자기,를,왜,이,고,그리,는,거,같,을까,.,그,의,으로써,근데,었었,보,이,아니,하,받,이렇,듣,그,1,하,하나,,편,,기,이나,affiliation,,,,,
힐링,들,이,동네,은,나,ᆯ,왜냐하면,이,라고,나,은,것,많,어,.,그,의,에,그러면,었,놓,이,아니,하,받,그렇,듣,뭐,1,하,몇,,심,,기,이나,name,,,,,
노,들,가,우정,은,나,을,그냥,이,라고,보,ᆫ,거,같,어,.,그런,의,한테,그리고,었었,않,이,아니,되,닫,그렇,묻,아,1,하,하나,,대단,,기,이나,name,,,,,
윤석열,들,이,생각,은,자기,을,그냥,이,자면,뜨,ᆯ,때문,젊,어,.,그런,의,보다,그리고,었,않,가,아니,하,닫,낫,알아듣,아유,1,하,일,,대단,,기,이나,name,,,,,
정,들,이,성장,은,그거,을,그냥,이,ᆯ까,받아들이,는,중,좋,잖아요,.,이런,의,보다,근데,었,말,이,아니,하,닫,이렇,듣,음,500,하,둘,,야박,,기,이나,name,,,,,
양평,들,이,중학교,는,우리,을,아무리,이,고,있,ᆫ,것,편하,네,?,그런,의,보다,근데,겠,말,이,아니,하,받,낫,굽,어,1,하,둘,,불쌍,,기,이나,name,,,,,
밀,들,이,고등학교,은,나,를,이렇게,이,어서,고치,는,중,있,어요,.,저,의,한테,그러니까,었,가지,이,아니,하,받,그렇,듣,아,10,하,둘,,깔끔,,기,라든지,name,,,,,
키트,적,이,그때,은,저것,을,아무리,이,어서,되,는,것,있,어요,.,그런,의,처럼,그리고,었,가,이,아니,되,입,그렇,듣,그거,13,하,둘,,대단,,기,이나,name,,,,,
닭갈비,층,가,공부,는,뭐,ᆯ,안,이,게,하,ᆫ,것,있,더라고,.,이,의,한테,그리고,었,보,가,아니,하,벗,이렇,걷,노,1,하,둘째,,관대,,기,이나,name,,,,,
요스,들,이,레벨,뿐이,나,을,아까,이,면,통하,는,지,힘들,어,.,어느,의,에서,그래서,었,보,가,아니,하,벗,이렇,짓,그,2,하,하나,,으리으리,,기,나,name,,,,,
안양,적,이,우정,은,나,을,아까,이,자,고치,ᆫ,년,힘들,ᆷ,.,그런,의,으로,그러면,으시,못하,이,아니,하,벗,이렇,알아듣,뭐,2,하,하나,,으리으리,,기,랑,name,,,,,
안양,들,이,성인,은,나,를,다,이,ᆫ가,하,ᆫ,년,힘들,더라고,.,이,의,으로,그래서,겠,말,이,아니,하,얻,그렇,눕,뭐,2,하,열,,조용,,기,하고,name,,,,,
서울,들,가,결혼,은,나,을,더,이,라고,느끼,는,년,많,더라고요,.,그런,의,에,그래도,었,말,이,아니,하,얻,그렇,돕,뭐,1,하,하나,,깨끗,,기,이나,name,,,,,
서울,들,이,관계,은,나,를,왜냐하면,이,는데,나오,ᆫ,개월,힘들,요,.,그런,의,보다,그래서,었,보,이,아니,하,주고받,그렇,듣,이,13,하,하나,,비슷,,기,나,name,,,,,
경북,들,이,관계,도,나,을,더,이,라고,닮,는,거,젊,어,.,딴,의,에서,오히려,었,하,가,아니,하,잡,그렇,짓,이,1,하,몇,,신기,,기,나,name,,,,,
서울,들,이,우정,도,나,을,안,이,어,키우,을,데,똑똑하,더라고,.,그런,의,에,그러면,었,보,이,아니,하,뽑,어떻,걷,아,3,하,십,,어마어마,,기,과,name,,,,,
서울,들,이,말,은,나,를,좀,이,라고,키우,는,데,길,더라고,.,별,의,에,그리고,겠,보,가,아니,하,웃,이렇,걷,아,1,하,몇,,따뜻,,기,나,name,,,,,
안양,들,이,공감,도,나,를,좀,이,자,내,은,주일,좋,어,.,그런,의,에,그래서,었,보,이,아니,하,웃,어떻,걷,인제,1,하,사,,신선,,기,나,name,,,,,
안양,들,가,우정,도,나,를,좀,이,어,타고나,ᆫ,번,좋,어요,.,무슨,의,에,그리고,시,하,이,아니,하,웃,저렇,걷,에,150,하,이,,대단,,기,나,name,,,,,
경기도,적,이,생각,는,나,ᆯ,아직,이,어서,품,ᆯ,번,같,어요,.,그런,의,로,그래서,었,가지,이,아니,하,갈아입,낫,걷,아,1,하,오,,비슷,,기,이나,name,,,,,
경상도,들,이,취미,까지,그것,을,이렇게,이,어서,키우,는,거,없,더라고,.,이,의,에게,그래서,었,있,이,아니,하,받,그렇,듣,그,3,하,일,,이러,,기,나,name,,,,,
서울,성,가,일,까지,그거,를,원활히,이,고,닮,은,것,힘들,어요,.,그,의,에,그래도,시,있,이,아니,하,입,이렇,듣,뭐,4,하,일,,정연,,기,랑,,,,,,
경상도,성,가,나이,은,우리,을,그렇게,이,고,들,는,주,힘들,어요,.,요,의,으로,그리고,었,있,이,아니,하,웃,그렇,짓,아휴,3,하,두째,,정교,,기,이나,,,,,,
서울,들,이,우정,은,거기,를,또,이,고,보,는,번,같,더라고,.,그,의,로,그래도,시,보,가,아니,하,웃,어떻,듣,어,150,하,둘째,,넉넉,,기,랑,,,,,,
경상도,들,이,형성,은,거기,을,더,이,고,느끼,는,거,같,니까,.,그,의,에,그러니까,었었,싶,이,아니,하,받,가깝,듣,뭐,150,하,하나,,생생,,기,랑,,,,,,
서울,들,가,곳,도,우리,을,좀,이,면,맞,는,데,있,지,.,이,의,에,그래서,시,보,가,아니,하,받,쉽,묻,아,200,하,몇,,요만,,기,하고,,,,,,
서울,들,이,곳,도,뭐,를,충분히,이,게,물어보,는,데,같,지,.,그,의,에,그래서,었,있,이,아니,하,씻,그렇,듣,그래,10,하,유,,대단,,기,이나,,,,,,
한국,들,이,색깔,도,거기,을,진짜,이,면,하,은,거,힘들,어,.,그,의,보다,그래서,시,싶,가,아니,하,얻,어떻,듣,어,2,하,둘,,영롱,,기,이나,,,,,,
주택,들,가,우정,ᆫ,거기,을,너무,이,면,하,ᆫ,것,좋,어,.,그,의,에서,그러니까,시,하,가,아니,하,입,어렵,듣,아휴,40,하,하나,,편,,기,이나,,,,,,
자바라,들,이,형성,ᆫ,저,을,늘,이,은데,되,는,것,있,다,.,그,의,에,그래서,었,있,이,아니,하,잡,그렇,짓,아휴,40,하,오,,무난,,기,이나,,,,,,
플레인,들,이,나이,도,거기,을,참,이,ᆫ데,나오,은,것,나쁘,어요,.,그,의,로,그래도,시,갖,이,아니,하,꼽,아름답,묻,이거,2,하,오,,싱싱,,기,하고,,,,,,
섹소폰,들,이,우정,는,나,를,별로,이,어서,내리,는,거,있,잖아요,.,그,의,에,그러니까,시,갖,이,아니,하,뽑,가깝,듣,아,2,하,오,,싱싱,,기,하고,,,,,,
과천,들,이,느낌,는,자기,를,왜냐하면,이,고,하,는,만,좋,더라고,.,그런,의,보다,그러니까,시,계시,가,아니,하,뻗,어떻,듣,뭐,3,하,오,,홀가분,,기,이나,,,,,,
과천,들,가,노년,ᆫ,우리,을,아무리,이,어야,하,는,것,많,어요,.,그,의,로,그래서,시,계시,가,아니,하,걷,어떻,걷,뭐,1,하,하나,,깔끔,,ᆷ,하고,,,,,,
덕소,적,이,노년,ᆫ,나,을,많이,이,는데,되,는,거,괜찮,잖아요,.,한,의,으로,근데,으시,있,가,아니,하,주고받,쉽,걷,뭐,1,하,만,,깔끔,,기,이나,,,,,,
덕소,들,가,우정,ᆫ,우리,를,아무리,이,으니까,그러,는,것,같,예요,.,이런,의,에,근데,시,나,가,아니,하,잡,어떻,듣,뭐,1,하,하나,,상큼,,기,이나,,,,,,
쪽파,성,이,말,는,나,을,다,이,어서,있,는,거,같,에요,.,그,의,에,그래서,시,계시,이,아니,하,닫,그렇,듣,야,2,하,하나,,어마어마,,기,이나,,,,,,
캣,성,이,가슴,은,자기,을,이렇게,이,게,그러,는,거,이쁘,잖아요,.,이,의,으로,근데,었,보,이,아니,하,받,그렇,듣,인제,1,하,둘,,간단,,기,과,,,,,,
타워,성,이,가슴,ᆫ,자기,를,왜냐하면,이,려고,보,을,데,힘들,어라,.,그,이,에,그러니,시,있,이,아니,하,받,쉽,짓,아,1,하,일,,자잘,,기,하고,,,,,,
식기세척기,률,가,감동,ᆫ,나,을,아무리,이,어,가,ᆯ,것,예쁘,어라,.,한,의,에,근데,시,있,가,아니,하,받,쉽,걷,아,1,하,억,,깨끗,,기,하고,,,,,,
하,적,이,때,만,그거,ᆯ,참,이,ᆫ가,대하,은,것,좋,ᆫ다,.,몇,의,에서,그러면,시,있,가,아니,하,얻,그렇,듣,뭐,2,하,몇,,깨끗,,기,하고,,,,,,
드,들,이,우정,도,자기,을,잘,이,면서,하,ᆫ,것,힘들,어,.,그,의,에,그래서,시,드리,이,아니,하,웃,그렇,걷,뭐,1,하,둘,,깨끗,,기,이나,,,,,,
슈가,적,이,색,는,그,을,같이,이,ᆫ데,알,는,줄,많,ᆸ니다,.,이,의,하고,그래서,었,놓,이,아니,하,받,그렇,걷,뭐,1,하,하나,,깔끔,,기,하고,,,,,,
슈가,적,가,색,는,우리,를,잘,이,어서,되,을,거,있,예요,?,한,의,에,그래서,시,지,이,아니,되,받,그렇,굽,뭐,6,하,사,,지루,,기,하고,,,,,,
슈가,들,이,말,도,이거,을,벌써,이,ᆫ데,되,는,거,재밌,잖아요,.,이,의,에,그런데,었,지,이,아니,하,받,그렇,짓,그러게,50,하,둘,,바람직,,기,하고,,,,,,
슈가,적,이,노년,요,그것,을,가까이,이,고,지내,는,거,있,ᆫ대요,.,그,의,에,그러니까,었,나가,이,아니,하,얻,이렇,듣,그래,1,하,둘,,신기,,기,나,,,,,,
슈가,적,이,우정,도,나,을,다,이,어,쌓,을,것,힘들,예요,.,그,의,하고,그러니까,시,있,가,아니,되,얻,어떻,듣,뭐,1,하,오,,민망,,기,랑,,,,,,
슈가,들,이,흉내,도,우리,를,빨리,이,지만,들,을,거,비슷하,어요,.,그런,의,하고,근데,시,있,가,아니,하,잡,무겁,듣,뭐,20,하,하나,,생생,,기,과,,,,,,
강,들,이,단정,는,자기,을,벌써,이,고,모르,ᆯ,거,괜찮,어요,.,그런,의,에,그러면,었,가지,이,아니,되,받,번거롭,묻,네,3,하,하나,,딱딱,,기,과,,,,,,
아지 강,들,이,호수,도,이것,를,금방,이,고,쌓,ᆫ,수,괜찮,야,.,그런,의,에,그래서,었,보,이,아니,되,받,쉽,듣,이,1,하,팔,,딱딱,,기,하고,,,,,,
슈가,들,가,강,도,뭐,를,맨날,이,게,쌓,ᆯ,것,같,지,.,이런,의,에,그런데,었,못하,가,아니,하,받,그렇,듣,그,1,하,몇,,풍부,,기,니,,,,,,
슈가,들,가,표현,도,그것,ᆯ,충분히,이,면서,모르,ᆫ,거,같,야,.,그런,의,에,그리고,시,지,이,아니,하,뽑,이렇,묻,뭐,1,하,천,,궁금,,기,니,,,,,,
슈가,들,이,호수,도,자기,을,또,이,지,있,라는,주일,좋,어,.,한,의,에서,근데,시,가지,가,아니,하,뽑,쉽,듣,예,81,하,몇,,허전,,기,랑,,,,,,
슈가,들,이,우정,요,우리,을,자주,이,게,지니,ᆯ,번,없,잖아요,.,그,의,으로,그런데,시,하,이,아니,하,잡,쉽,듣,어,1,하,몇,,괴팍,,기,이나,,,,,,
슈가,들,가,풋내기,도,우리,를,자주,이,ᆫ가,되,ᆫ,거,같,어요,.,그런,의,하고,그래서,시,있,가,아니,하,잡,쉽,듣,예,23,하,하나,,서운,,기,이나,,,,,,
슈가,들,이,사과,도,저기,을,이렇게,이,ᆫ데,되,는,거,있,어요,.,이런,의,으로,그리고,었,지,이,아니,하,잡,이렇,듣,아,3,하,몇,,웬만,,기,이랑,,,,,,
슈가,적,이,시절,는,나,을,많이,이,지만,있,는,거,젊,어야지,.,그런,의,에서,그렇지만,시,보,가,아니,하,잡,가깝,듣,아,1,하,둘,,섭섭,,기,랑,,,,,,
경기도,들,이,우정,도,저,을,거의,이,어,있,은,나름,있,대,.,그,의,으로,그리고,었,있,가,아니,하,잡,어떻,걷,어마,7,하,십,,섭섭,,기,나,,,,,,
휴양림,들,이,인간,요,저,을,거의,이,게,하,는,것,있,대요,.,이,의,에서,그래서,었,주,이,아니,하,잡,그렇,,아,8,하,사,,간단,,기,라든가,,,,,,
슈가,들,이,혜안,도,그거,를,많이,이,면,가지,은,거,있,야,.,한,이,으로,그래서,었,있,가,아니,하,잡,그렇,,저,1,하,이,,갑갑,,기,라든가,,,,,,
슈가,들,가,나이,도,누구,를,요새,이,라고,하,은,점,나쁘,ᆸ니다,.,그,의,에,또,었,계시,이,아니,하,잡,가깝,,인제,2,하,몇,,민망,,기,과,,,,,,
슈가,들,이,사람,요,자기,을,참,이,게,하,는,점,있,잖아,.,맨,의,에,그래서,었,계시,이,아니,하,잡,어떻,,어,10,하,하나,,탐탁,,기,이라든가,,,,,,
슈가,적,이,우정,도,이것,ᆯ,막,이,게,부러지,는,거,있,잖아,.,양,의,한테,아니면,었,보,이,아니,하,잡,이렇,,그,10,하,넷,,영리,,기,하고,,,,,,
슈가,들,가,인간,도,이거,을,다,이,고,있,ᆯ,땜,같,지,.,다른,의,에,그리고,었,가지,이,아니,하,잡,아름답,,뭐,10,하,셋,,적당,,기,랑,,,,,,
슈가,들,이,교류,도,자기,을,주로,이,냐고,미치,는,쪽,같,어요,.,그런,의,로,근데,었,보,가,아니,하,잡,아름답,,어,10,하,사,,막대,,기,랑,,,,,,
전,들,가,사람,요,그것,를,많이,이,더니,하,은,거,많,ᆫ대요,.,이,의,에,그러니까,었었,보,가,아니,하,잡,그렇,,그,2000,하,하나,,불구,,기,나,,,,,,
일산,들,가,발견,도,우리,을,많이,이,지,되,ᆫ,기,있,어요,.,이런,의,으로,그리고,겠,않,가,아니,하,잡,이렇,,인제,23,하,하나,,마땅,,기,와,,,,,,
서울,들,가,통로,ᆫ,자기,을,많이,이,으면,닮,ᆫ,거,있,어요,.,그런,의,으로,근데,겠,있,이,아니,하,잡,하얗,,인제,1,하,하나,,간략,,기,나,,,,,,
하,들,이,세상,도,나,을,한번,이,게,느끼,는,거,같,어요,.,어느,의,에,근데,었,있,가,아니,하,잡,하얗,,아니,2000,하,사,,바람직,,음,하고,,,,,,
유,들,가,말,도,나,를,인제,이,지만,보,는,수,같,어요,.,그,의,에,그런데,겠,지,이,아니,하,잡,그렇,,저기,4,하,일,,귀,,음,나,,,,,,
엠비,들,가,어머니,도,나,를,미처,이,어,보,ᆫ,데,같,죠,.,별,의,에,오히려,시,싶,이,아니,시키,잡,이렇,,어,4,하,사,,미묘,,기,이랑,,,,,,
티아,상,가,말,는,이거,를,못,이,더니,갖,을,주,없,죠,.,여러,의,에,근데,었,않,이,아니,하,잡,이렇,,인제,3,하,몇,,미묘,,기,하고,,,,,,
엠비,상,이,우정,나,나,를,바삐,이,게,보,는,수,없,어요,.,그,의,에,또,겠,말,가,아니,하,받,그렇,,그,1,하,둘,,엄숙,,기,랑,,,,,,
티아,적,이,생각,는,누구,을,못,이,게,보이,을,주일,있,잖아,.,어떤,의,에,그리고,겠,드리,가,아니,하,받,그렇,,인제,1,하,첫째,,맞이,,기,랑,,,,,,
엠비,들,이,값,도,그것,을,그냥,이,고,갖,는,번,없,어요,.,이,의,에,그런데,겠,드리,이,아니,하,잡,이렇,,저기,10,하,삼백,,간단,,기,나,,,,,,
일본,들,이,자기,도,나,를,또,이,은데,갖,는,땜,싫,지,.,저,의,으로,그러면,겠,가지,이,아니,하,받,그렇,,어,10,하,하나,,간단,,기,랑,,,,,,
일본,들,가,공감,은,나,를,또,이,더니,바라보,ᆫ,거,마지못하,잖아,.,그,의,에,근데,겠,하,가,아니,하,받,그렇,,인제,5,하,하나,,복잡,,기,나,,,,,,
일본,들,이,자체,은,나,를,잘,이,면서,닮,ᆫ,거,있,죠,.,이런,의,보다,근데,시,하,가,아니,하,잡,아름답,,그,1,하,몇,,어색,,기,나,,,,,,
일본,적,이,엄마,ᆫ,나,를,참,이,더니,되,는,거,없,래요,.,여러,의,으로,그러니까,시,가지,이,아니,하,업,그렇,,그,1,하,하나,,당연,,기,이랑,,,,,,
일본,적,이,얘기,ᆫ,이거,을,더,이,면,들,라는,것,없,어요,.,이런,의,에,그리고,었,보,이,아니,하,잡,이렇,,그,1,하,하나,,바람직,,기,이나,,,,,,
일본,들,이,엄마,ᆫ,나,를,참,이,어도,갖,ᆫ,것,없,잖아요,.,그,의,에서,근데,겠,지,이,아니,하,붙잡,이렇,,거,1,하,만,,적적,,기,과,,,,,,
늑대개,들,이,우정,도,나,을,진짜,이,면,되,단,거,같,어요,.,그런,의,한테,그리고,었,보,이,아니,하,잡,이렇,,인제,1,하,둘,,뜸,,기,나,,,,,,
코로나,들,이,엄마,는,그거,을,훨씬,이,어,갖,은,수,같,죠,.,그,의,에,그래서,었,보,이,아니,하,받,그렇,,아,2000,하,하나,,돈독,,기,와,,,,,,
코로나,별,가,조건,까지,우리,을,다,이,지만,되,는,수,없,거든요,.,그,의,한테,그래서,겠,않,가,아니,하,받,그렇,,아,1,하,하나,,비슷,,기,라든가,,,,,,
한국,들,가,엄마,도,나,를,다,이,지만,되,은,수,없,더라고,.,그,의,에,그래서,었,보,이,아니,하,받,이렇,,아,1,하,하나,,궁금,,기,이나,,,,,,
결정론,여,이,생명,도,자기,을,다,이,게,되,ᆫ,거,힘들,어,.,이런,의,보다,그래서,었,오,이,아니,하,받,그렇,,아,20,하,하나,,편,,기,나,,,,,,
한중일,씩,가,생명,는,너,을,다,이,은데,갖,는,년,같,어,.,내,의,한테,그래서,었,하,이,아니,하,받,그렇,,게,2000,하,영,,적당,,기,이라든가,,,,,,
휴양림,들,가,사랑,은,그거,를,막,이,게,만나,는,거,힘들,잖아요,.,그런,의,보다,그래서,었,지,이,아니,하,잡,그렇,,이,2,하,하나,,적당,,기,이나,,,,,,
